sample_id,latitude,longitude,elevation_m,slope_deg,aspect_deg,depth_m,formation,mn_pct,fe_pct,sio2_pct,ore_thickness_m,is_manganese
GS00032,21.22602063719411,80.32576663511189,637.774643802286,20.367802489791167,191.21534312373095,37.838996880517904,Schist,23.51082500906412,14.088190989202113,43.78020271179517,2.270544147028349,1
GS00033,21.579554214901336,80.34023327879486,745.2117691579609,27.85047002394434,263.0129159147822,35.45218187639201,Gondite,16.663882551949833,11.904857496345972,36.17818310615841,1.0695618280291959,0
GS00034,21.586252813229827,80.16650213213988,636.7214554583314,15.06374163056264,33.956674794638,39.861159943601436,Manganiferous_Formation,23.860828604498213,2.871152932406571,16.288942270087915,12.596757310663508,1
GS00035,21.523358939246584,80.25189496192866,709.4709171732632,15.884325843994315,190.31609958366826,34.74812158767762,Schist,14.252013323203244,20.18094672548359,34.80488093179668,6.324776823071741,1
GS00036,21.321845507669348,80.34687769084678,494.70010238342303,30.776427465553827,104.85953705392036,43.306406203657275,Manganiferous_Formation,30.293822332589876,22.240610959125554,5.0,0.17544451828130464,0
GS00037,21.239068845602553,80.48792754585351,819.3144445519424,31.357707370216573,350.1430067602703,71.03882392373335,Laterite,0.7888523983252309,12.782752811746136,44.88560723917341,0.5349271046426416,0
GS00038,21.473693210604864,80.39105245507987,754.682077167007,8.354110850095417,308.56246222460464,50.62634504436893,Gondite,2.0962637976681027,10.916031363553643,33.03410552887489,1.980953892303093,0
GS00039,21.37606099749584,80.46904150283758,630.0762147022425,6.973465750461636,263.9792505002317,57.80966999908321,Granite,3.1382812333976755,13.635766018299968,53.182774099580286,0.24202578661206767,0
GS00040,21.248815293937913,80.40488482332567,511.9537681349327,17.368231085448286,336.1491486899035,47.798650698462126,Manganiferous_Formation,24.742838025598353,12.048652261913858,33.609770615298935,3.980210803732615,1
GS00041,21.39807076404451,80.33668678755696,670.1619857813843,31.509695949469208,124.86358964357055,51.44141459312018,Gondite,8.794328998576503,9.322349448965598,37.77720524395482,0.9613602392906906,0
GS00042,21.213755408446087,80.17680934765454,548.925211704837,11.28242826921617,324.31676363574525,46.26798627585441,Manganiferous_Formation,24.45409652990169,9.449433117413337,25.985334132147933,1.4482237577802337,0
GS00043,21.563728160831513,80.36667426075701,681.1397476290242,22.820511536869596,117.08576355841572,2.1493217756658556,Quartzite,9.256818792653341,20.07448626969009,23.293872964393778,0.480338938404513,0
GS00044,21.303511992640008,80.34935182638397,678.8096003414997,24.785309070921038,263.8068190888151,79.96787057600159,Schist,17.23274480291834,15.636903172336357,29.588073595439376,0.2904519762131721,0
GS00045,21.465008913741592,80.3409876681829,584.1017781698582,27.253613271295453,265.11008823952164,2.688739217031735,Schist,14.49687268090439,21.3519301406449,36.595387203328,18.363162459205157,1
GS00046,21.324684430435763,80.29591434719529,728.4676916530065,19.737356027233712,6.60595552347365,31.611840658692294,Manganiferous_Formation,39.97493212060247,13.168821082446142,24.340217471561893,4.013628190573319,1
GS00047,21.408027208471125,80.31146264159571,706.3902291964322,14.085931239763935,129.98149138015026,8.409254263914674,Laterite,10.401809946965258,9.555413656135407,28.0818503365233,1.3300801394592694,0
GS00048,21.418684111737313,80.23377701084723,718.3076336101994,33.84555960796405,6.995762067059239,7.7542760352745965,Schist,23.217900334771507,12.119930116401203,31.611244156424952,0.27887458824765504,0
GS00049,21.273941782210212,80.30772507705692,650.6200392568227,21.396576365599845,358.9531263396895,63.48215613395869,Manganiferous_Formation,33.73581790588404,12.266952407744636,35.115258785824665,7.574292828174048,1
GS00050,21.587833851105824,80.17902236227138,550.9133153160406,25.499782407164478,43.99083425852568,34.07406234864616,Gondite,11.062152373289027,9.387053620194461,62.82490720486284,0.6371132874985631,0
GS00051,21.510053129344445,80.42206975894415,718.4510590547796,12.074399599355742,195.41192243331938,64.0910966639012,Gondite,12.650662667832584,8.738401335446966,31.095303739881516,0.4051837332518476,0
GS00052,21.575799576625677,80.17431078187948,631.0740020604946,23.448221335107803,284.6002459545494,21.822917654466522,Gondite,8.047979954883465,9.038997233171372,26.870846254959453,13.181117087665971,1
GS00053,21.55793094017106,80.13398651595578,552.7153899765132,9.022918175744406,72.45489681392128,20.51702334449878,Granite,12.960709121973627,17.57902193906908,33.16725209691658,0.2032525672981668,0
GS00054,21.439159991524434,80.27449841054286,744.6427556182028,8.578392113502266,174.61896051437014,20.09851054515697,Laterite,15.471400560441252,13.168799922887311,53.01913878198936,0.26449581232612224,0
GS00055,21.56874969400925,80.36332297580242,796.9585264351756,25.015277063329922,218.6743539316143,49.29165011263354,Manganiferous_Formation,38.23829632733941,18.366782080831708,40.293433848751505,6.072537237374191,1
GS00056,21.235397000820768,80.27508672997341,647.1126309714558,18.24881576920273,57.673711582396336,65.199951187648,Schist,9.128864440181623,10.517898085266816,58.38917690825639,0.7433019807651748,0
GS00057,21.27839314496766,80.21070165278051,801.1384808222305,23.91468136478364,280.27996556815384,36.180880806019246,Quartzite,30.84410862565834,2.7129986602307596,35.73170603871887,0.4141632610544904,0
GS00058,21.218090915564215,80.32326847355617,656.3920310027945,9.430347176183208,107.76112458817151,30.339911251286587,Manganiferous_Formation,29.957470812109637,10.791650908035582,32.72471498115415,4.130841775055195,1
GS00059,21.330132132305305,80.23880093416487,623.3680867083555,20.955316936985565,75.96830748198252,77.88636433613195,Quartzite,0.251241704997927,23.237775151969103,22.399706303637544,0.1,0
GS00060,21.35547091587579,80.47314707605065,605.8679082070166,15.53767773960894,200.98394871747007,9.340322880931105,Manganiferous_Formation,41.23055862659028,11.126212402310252,16.909054506248424,8.199575324140234,1
GS00061,21.30853961270956,80.46905805584143,764.595768559492,20.893610039593476,147.71290595145763,38.930614563591405,Quartzite,19.99209504760644,8.139533784335653,21.61898267203494,0.8346440443863857,0
GS00062,21.531495003660773,80.30094872798884,595.389928302856,10.180790628547678,331.3029400691104,32.679020254514754,Gondite,16.93729989285553,6.8786170189662705,40.67910508544351,8.517974338553143,1
GS00063,21.342701330677436,80.2311535976073,701.4688516982491,25.040783727719337,316.82257135133545,7.85012772695123,Schist,8.745553762357554,20.989509569617454,35.460953154426974,1.3382413156391877,1
GS00064,21.31237380387495,80.39485296558266,610.8585315458554,28.207527815581294,174.00623881999795,21.456028967057534,Gondite,18.929121794043734,10.962816142790443,37.71427591934754,0.28203015631731554,0
GS00065,21.4170784332633,80.11468517739323,617.7785266197945,9.097076585020329,129.33495890121512,2.2752970063289624,Gondite,23.333113721983413,22.70897663828265,24.845470178548354,9.44346823681448,1
GS00066,21.256369689989906,80.28990760241746,722.1174785778696,10.521719594947472,117.18647338725548,70.15634311863656,Schist,13.411430561381021,18.27046724425642,45.20824789627588,0.21051378836014537,0
GS00067,21.520878792301616,80.23452935770813,623.3974207597453,23.140399440168252,96.32290430934266,48.62796231923209,Quartzite,1.709764892323518,11.152156427976575,6.115656850615924,12.131532266712192,1
GS00068,21.229820257471907,80.46821435404102,621.6643234405794,24.345481100624045,196.0372273364918,65.20147982962006,Gondite,0.0,20.835684221558203,31.975661813986598,1.59898966523375,0
GS00069,21.594754774640208,80.10480121090907,729.2963288022365,24.643488953910754,289.79229770443567,41.724356192239185,Quartzite,21.33631506704569,10.380514233683655,33.720264929456526,5.101983071011059,1
GS00070,21.508897907718662,80.32112595028734,761.8178105255137,23.89444766715429,111.8723789532808,47.960786353751544,Schist,5.098605211179245,7.763314437775009,10.740769958500742,9.072479514269686,1
GS00071,21.279486272613667,80.39626543242665,695.1282862298963,13.748270093338858,68.43387228770933,56.06835822473319,Schist,11.302010978229372,10.666273033277772,39.60954078041009,0.47034376265687255,0
GS00072,21.20220884684944,80.29400719500961,604.1661157063236,13.819878604128743,171.17417022598323,72.6409301971372,Gondite,6.336456638906205,18.843683257951096,32.92083051074783,1.1844692496444467,0
GS00073,21.526184571381936,80.13416121206508,614.2574050491694,8.91861682755335,24.85239004715995,7.340151026067661,Laterite,5.833637110623814,20.68983494500668,41.73340274974392,2.541610440580351,0
GS00074,21.482742937539047,80.48898455601116,655.5940684618026,5.489179496372704,252.46044220669447,26.475871578858154,Granite,7.998586502494574,13.019863685660443,58.997943146415466,4.4582863314565575,1
GS00075,21.491602867216397,80.30720417255044,672.465104334796,24.2402082788917,186.6089758686961,56.72209525600004,Granite,7.275872480584038,5.658443444304272,38.89548649100331,1.6331660015799243,0
GS00076,21.50850813867438,80.3456744977276,580.849386290216,3.2616075090309495,178.6949308702275,76.66804504011142,Schist,17.433651919379848,7.2161676943597195,46.67193565387597,0.5039629295869,0
GS00077,21.229617860693637,80.194643913083,700.6126557705904,32.822730037537355,108.16033663800809,78.46459427920044,Gondite,16.015506551956094,9.661772140703183,51.57143707901635,0.40569828478293996,0
GS00078,21.34338629141771,80.29339923404272,655.9859330747719,28.934020628500797,325.6824375114252,51.04824073098099,Schist,3.544078240321788,8.53001560374938,40.90432515533823,1.0715713595053282,0
GS00079,21.246347623810053,80.27165979678333,529.9004176953309,30.012700898503965,32.57506506583897,15.487878220389382,Manganiferous_Formation,16.24553405112929,13.706529117300057,14.241441046861567,3.2476023714360336,1
GS00080,21.54524137035024,80.12995833680078,584.9751462277488,31.733408511531657,313.1366431993313,9.536712913116538,Schist,14.653853331285607,24.690579223622258,15.317992025099823,2.9174712766059856,0
GS00081,21.449319250731023,80.14246414141898,614.7109928443836,14.301173975313404,135.61387286973215,75.68349154243404,Gondite,19.367516558048653,18.97888287012794,39.492537194048886,0.6376816130060121,0
GS00082,21.33235920994106,80.4349890078475,644.8999617811262,29.634525317264035,317.02446575100805,34.714215157000595,Gondite,23.345211464779993,9.358845775046303,30.196906129968795,0.7781930540569625,0
GS00083,21.22542334011441,80.19592798088263,782.2495156852797,5.532145510207727,262.3541249996581,15.585282661014785,Manganiferous_Formation,19.50573053486179,8.523382340011297,40.31731194799795,7.958274472226574,1
GS00084,21.324392928686265,80.17798330859945,666.6719914297739,0.7574628112882487,37.50146159833379,74.71140126220808,Granite,18.92518002330157,12.503546603505963,29.29852206825462,0.6108759644417027,0
GS00085,21.3300733288107,80.30196458050006,591.1459677070962,27.471198813234757,299.3530631433673,8.36194172514495,Quartzite,0.0,16.94607083496543,34.82831526678475,1.4836661083712297,0
GS00086,21.491842471335225,80.407498852545,665.4441563015014,2.6178826798928756,245.58366013182183,58.36568774856601,Quartzite,10.579809080929726,22.85627367926005,21.091871639882008,0.7602235544153036,0
GS00087,21.455022988542087,80.1247786074316,625.3538576782283,34.598363356407255,11.628688649525444,50.021042203466735,Manganiferous_Formation,31.701513443630272,10.430255928108853,14.883194065612955,13.422768316629625,1
GS00088,21.55488509703053,80.3307231678553,672.7330767673479,23.617875036054457,48.132965559481185,7.018773150471347,Gondite,0.0,22.693886455340945,23.685979998788525,1.1181570552706728,0
GS00089,21.38888597006478,80.14768417713623,690.6397380924931,26.37073985847369,228.82610010085025,27.099903651155373,Laterite,29.424871668857254,25.51955479211114,24.781675442890872,15.966915518119107,1
GS00090,21.24783769837532,80.11458442033025,734.6461453056756,8.603134969725307,238.53618103690258,11.994455163200852,Granite,24.125290178707363,13.250465668556373,34.36622902619636,15.627575874620558,1
GS00091,21.4852979148892,80.12109758086488,648.2999453030982,23.585288787189086,268.7945158215342,48.3598874026529,Schist,16.529027806524123,13.121776894693461,27.716984390000015,4.395851007715774,0
GS00092,21.50431401944676,80.43366564328338,764.7272369319883,1.5126978039235022,259.28834427899346,38.169042534194304,Gondite,9.322633934197649,13.196903163044418,66.55085842554094,0.29670670601793636,0
GS00093,21.4245108790278,80.14718899345122,713.5615863775333,29.32390019732603,237.42718368118378,0.3420099728392767,Quartzite,11.52327462796007,15.312449928439433,45.030729813684204,1.0275700215243464,0
GS00094,21.508386871981827,80.1180605457649,600.4792318631469,5.9368432561050355,275.8460046287121,78.05684530271265,Manganiferous_Formation,30.507295488259768,10.702152756734664,37.54250473587624,5.367509651003611,1
GS00095,21.397518238545757,80.27515995485716,804.6898966023925,24.40753233918197,207.03085412125424,27.966771991163235,Laterite,5.5469055031939565,19.42088730694653,33.66928403313272,0.4795686369708773,0
GS00096,21.409093131752797,80.43759738877681,672.8896159289068,7.856817543145492,93.88489878880377,20.656351426964,Manganiferous_Formation,29.328908373350412,4.605534510283279,28.17102708130041,1.9929181491776042,0
GS00097,21.37101640734342,80.20496335059572,591.5412847219435,2.3958609299114957,328.4555809430586,17.795436463528212,Laterite,20.149174231081517,12.32688952351944,29.844884652121966,1.3152497398086325,0
GS00098,21.210167650697638,80.26868504701036,765.7039135861295,16.8522787492288,6.557051135512055,12.705271693885427,Manganiferous_Formation,22.011153160590663,14.550070172759751,56.84607126835334,5.701773547451069,1
GS00099,21.24315657079732,80.11596901302549,795.4444309638911,5.925017359547631,131.96221915373647,79.93096609732079,Manganiferous_Formation,30.051303029248288,16.41336995512149,23.063079963088374,8.415800304963065,1
GS00100,21.21257167427469,80.27963140565394,647.6882315396308,25.530539591429243,262.3933055149788,23.60875743052839,Schist,2.037234567717603,25.976425318403706,27.75498800918176,0.5676515862301464,0
GS00101,21.454564164505513,80.33104523225485,614.7444817737082,8.314804518421969,153.77617481388276,32.441079777942534,Quartzite,10.30830917233733,8.554873861845294,25.951949352216236,0.24986519967494975,0
GS00102,21.32574239243053,80.32836282150086,637.9337529782437,11.986539468254009,8.940386692805152,69.70847329424711,Granite,8.46785176026734,11.73978792906372,39.024200323365754,0.6106291947313377,0
GS00103,21.40342827646588,80.23297067686974,700.031220926239,19.860373794256553,23.753125121836746,51.35100028343025,Granite,15.59488928903145,3.667967133863314,52.052264512894496,0.8374695072390631,0
GS00104,21.563026589570438,80.22621327226526,739.449965852136,9.973889715205905,233.50945288978392,29.495552939621803,Schist,14.520924057295183,9.450654963235678,48.04351406278577,1.549594557975257,0
GS00105,21.29971689165955,80.14264944757464,689.9341131604501,13.229584067348657,347.3512557859079,71.86627487390824,Manganiferous_Formation,35.29786272376893,2.824544550163109,27.30270783093737,4.982166033699578,1
GS00106,21.36415316921425,80.24671932825851,657.1206245930239,28.546761986413536,198.67090890041962,59.97793617708801,Gondite,7.1894030353423695,12.393513024678358,25.62867982463417,1.9663434732385157,0
GS00107,21.50222045541722,80.13979786754918,754.8608239213099,6.272344734635899,182.43281448855686,18.232040603335975,Quartzite,8.945107183045579,13.858172036791844,49.95522210737841,1.3838787564186414,0
GS00108,21.291519266196648,80.40663837788482,628.1014468863934,2.8770556318676785,114.59707670025621,51.49911956799364,Granite,20.754630554503045,17.34727119918781,60.216576483212506,2.4197533746935735,0
GS00109,21.230791963931516,80.48650971909927,722.1643536856835,11.492522479655674,92.40864259178274,73.79187986339213,Quartzite,3.9484027523043306,13.507002348400391,33.25996990810694,1.2125810718350656,0
GS00110,21.315900581165508,80.48802978266669,629.8356041154105,14.853186845485736,7.5545934322624975,39.716870276033006,Schist,24.00155987796353,17.34968540206077,49.47948090037939,0.28893123053914077,0
GS00111,21.2644885149016,80.44602843975015,680.1716070607625,18.993074874779868,98.26375235056962,58.68899222653337,Manganiferous_Formation,30.411661758248236,12.142420578364678,5.442522079896957,11.685935120600417,1
GS00112,21.57187906093703,80.34031685973585,642.0506204646684,13.034829366125246,161.67975871149088,77.68829951913274,Granite,7.971124177644066,9.833383971249084,24.877705988326262,0.5137625263729036,0
GS00113,21.52324815182577,80.38034627889755,646.0903472143033,27.646909507798178,71.26192189762206,55.23313127161703,Manganiferous_Formation,16.058790659841378,4.377102758797022,7.449202951052779,3.0634157579032686,1
GS00114,21.45336150260417,80.21408232107215,623.5829437776453,1.3761820683965642,31.44527585331452,8.19509518128645,Granite,3.9763458503063607,17.91840999948033,39.94656554177445,0.21465276722521673,0
GS00115,21.548584236075087,80.35230816806904,744.1397821826486,15.111863836949528,258.3820322116569,19.564764074503145,Granite,11.328497365176446,23.232514925072536,32.85228773553649,8.582326734619901,1
GS00116,21.52146883075965,80.28225981977594,598.6951773324025,13.378957012974162,322.0632968645042,47.60771498741192,Laterite,10.949619149452005,27.67692505841008,37.85711173613597,2.5174897787393915,0
GS00117,21.274628023554413,80.29280693591078,598.1837423215904,22.665247178240065,337.2379450873508,22.04446522975249,Gondite,19.508392270801814,19.677273506173105,49.62939186620357,4.682258463615883,1
GS00118,21.557023599395993,80.40311062415006,798.4695496091576,33.81966881640886,222.47954225891615,76.60333643113118,Laterite,9.898325180543463,22.287576059720312,27.162005794258384,0.2690566469075645,0
GS00119,21.415736896766262,80.21276734223889,718.4493295258033,17.863139232010177,18.99884973574145,32.4281627217739,Quartzite,15.973584581111567,17.307298520194674,36.12791727935441,3.7702895596709416,1
GS00120,21.522976062065627,80.2272158446778,483.0420410914875,34.54068964296022,266.7105467862384,36.578432458589205,Manganiferous_Formation,26.393980749911798,14.116368862640254,9.140768523939183,3.6866969262636693,1
GS00121,21.558436519969398,80.46985671645146,610.4318882552717,10.578728821961912,39.6343098942791,56.12816747760938,Quartzite,15.337443840071101,15.55500511895764,48.96542858890231,0.5247661253803481,0
GS00122,21.327201389988744,80.12248971794038,523.1607463706562,1.0803846389861356,241.1093223676166,41.939978507349934,Quartzite,20.669966193002036,14.470951779895678,48.15696456395841,7.786840272788935,1
GS00123,21.24402076981107,80.29425371936533,583.4516514609321,5.798210861674446,280.57170086923526,30.571677351101467,Granite,4.226929225601172,18.035382777145674,39.34265776919353,0.10257960877489307,0
GS00124,21.291174065016776,80.46512032016314,430.3039733636172,13.829370967109856,261.3112958975302,6.131030012366301,Laterite,10.025477031796818,12.397014593176381,36.43923322614453,1.6805798894088086,0
GS00125,21.3708431154505,80.34414520312725,640.410729561424,11.071686821599327,342.678170074007,47.71564716062911,Gondite,20.591828121435448,14.26278774206404,28.89022478524178,0.24467337617092105,0
GS00126,21.527205906368998,80.31856282968485,570.0640726587083,3.3968945844182183,265.7326624082603,69.40640246352277,Gondite,2.78716032396032,9.110168585178057,18.253409663598283,0.1,0
GS00127,21.54429223330254,80.19989767169174,654.1933679757507,15.14310376917509,249.55552007345105,54.86099534080449,Manganiferous_Formation,34.286292317838985,13.523716210710827,30.349533930118483,7.034875345743202,1
GS00128,21.202780852212477,80.23731019562578,536.2415118782233,11.834052008084695,94.22754198591686,30.519600803756177,Schist,14.322841315208464,10.204512294267492,44.074409727933045,0.5000126129117697,0
GS00129,21.404298921031028,80.44081936632188,655.8038297220428,4.291672716010345,332.9167271169246,10.218085169850353,Gondite,11.507794435971102,15.168724952401064,59.23245933263893,0.12331073763890074,0
GS00130,21.366964401259512,80.32368725270739,620.9558605315771,10.364099571416812,64.63579348590008,65.30705495233951,Schist,23.135478557303507,17.502455468211902,30.277405811031436,7.07815071662166,1
GS00131,21.288843124188293,80.3058968775027,755.1367075632018,31.025261937438668,325.7627801303255,75.33986897849638,Quartzite,12.257850662075121,17.929457156849068,38.24217941852547,1.180114885687118,0
GS00132,21.247946146933472,80.139831885416,748.7949803221937,10.571710292126907,112.55851560452773,31.06183926370118,Quartzite,24.662724901936468,18.85754268907717,48.37285059681534,1.64362647622407,0
GS00133,21.33504606856145,80.10641126258204,704.9741922107198,24.988439813471807,46.858893795960746,58.29137513472492,Manganiferous_Formation,31.037937217805755,11.542269508026385,37.183324471652256,2.8720998262457154,1
GS00134,21.57716388156501,80.48547407547483,627.1370353537151,21.421647788021446,297.60588981762146,32.861075191260454,Schist,17.66945274494391,17.43031889694844,27.530348518653426,1.2391977553419815,0
GS00135,21.3292811728083,80.25079446691473,788.9766276682205,14.951340684293012,0.8983632962984922,40.18135510817595,Gondite,10.996444278189443,12.56687368443898,31.650087280895395,2.9876656621415267,0
GS00136,21.40751624869735,80.3412852248398,541.2875305512125,8.365897288128421,299.55179436509906,66.91811044931278,Manganiferous_Formation,32.017045096338066,2.0,11.724002603125651,6.43751479014776,1
GS00137,21.48120758355807,80.13188602927491,551.7508959305436,12.91551447710809,94.43226313655133,6.673947376892286,Manganiferous_Formation,37.09826393226933,15.38401075530815,12.301085729031024,6.473761600271357,1
GS00138,21.345451840951718,80.37324571428921,644.1351830077655,20.7237524714865,318.4996581920237,42.42682790293641,Quartzite,20.730031674191892,16.49244053432071,52.660032956278954,0.935688538839278,0
GS00139,21.588712833088387,80.47302668348239,807.7826676244783,12.276362516227422,248.93250560696848,17.169621973697797,Schist,21.833209594892715,20.06661751449568,35.75256570779499,0.163985090742017,0
GS00140,21.584978917976844,80.33026610119896,635.8362765190939,7.521375175098114,239.8259998262124,27.184475639660988,Manganiferous_Formation,30.56171208901501,11.49656041051845,23.25155985661744,0.1,0
GS00141,21.300712918330145,80.15044612895016,637.1728329753503,4.076196211207124,131.5150427393436,51.554305971381936,Schist,2.6450535109714064,6.984183171412942,37.97249794991248,0.6937056649662365,0
GS00142,21.398899402356953,80.3326886109894,549.0662750721733,30.791842826834785,21.385070600677555,2.178272986947869,Laterite,6.35541926301309,14.541846078178887,35.64514358210578,1.3982647042235663,0
GS00143,21.320351323926708,80.40653888524186,716.2150709689265,15.410954151316698,298.8263153540078,47.50600791785302,Laterite,17.949600203040866,19.43290282369864,32.34827151308392,0.7634693608700115,0
GS00144,21.313936197750987,80.2625666146296,716.7223378030548,21.882291261002553,61.525366263550076,22.675379156299975,Schist,0.0,17.380174043982137,25.861311962398247,0.28127670890256534,0
GS00145,21.214754778941813,80.45193509917658,705.2352640979936,17.164362639788184,134.0131110821108,53.55874886464577,Granite,14.048250690539223,14.26627713552582,53.78336549716318,0.9254934607069322,0
GS00146,21.44382573359196,80.35947318134295,605.9545529006846,30.53982814252872,216.12768678326944,11.326508153044337,Schist,14.141073250248375,6.682203860434084,28.156732845265502,0.6219520849330019,0
