sample_id,latitude,longitude,blue_b2,green_b3,red_b4,nir_b8,swir_b11,swir_b12,ndvi,ndwi,swir_ratio,bare_soil_index,land_surface_temperature
GS00010,21.20823379771832,80.16619990986545,0.10866212021261171,0.12789063017295715,0.2548377415369062,0.24580674298760152,0.25508696352403076,0.286059850391698,-0.018038709682724766,-0.31553820215316264,0.8917227337286622,0.17984361259169504,35.146093482802705
GS00011,21.5879639408648,80.38264165159768,0.07399669308117335,0.14819262216698922,0.08476592217541028,0.2904493059633196,0.1853643922948052,0.09205698837565404,0.5481729423277005,-0.32431090227008014,2.0135611864383,-0.14862757077131372,36.66274905309207
GS00012,21.53297705632017,80.31413910722466,0.10781895958624677,0.15438132584834904,0.16783434021969978,0.2883371534450437,0.251007716130203,0.1802013930089252,0.26416062980313204,-0.3025749574211108,1.392921103538125,0.027835541643357952,32.5836664258129
GS00013,21.28493564427131,80.35412933868332,0.12193174362073807,0.1148447285115879,0.15573336719678915,0.5571378142016662,0.27515522094880207,0.22899312407086606,0.5630805317966455,-0.6581903537462251,1.2675944719501977,-0.22359468866790988,33.539308044781706
GS00014,21.27272998688284,80.17859478678248,0.07969398905887537,0.12015470567559898,0.17475944323450485,0.3889693543183447,0.1761000090782683,0.1455580307735448,0.3799868518813886,-0.5279933552002791,1.2869980269175525,-0.14374676084330484,31.482361679603105
GS00015,21.273361803941373,80.18469834482096,0.14817947607000853,0.19162587928248262,0.14097778962042334,0.2921664333367108,0.3312613157436194,0.15972533585834697,0.3490483923246447,-0.20781716371794148,2.18559279892488,0.034948153314989024,21.119919010579054
GS00016,21.321696897183816,80.11659893020396,0.09342444492189386,0.14803086089763381,0.16980287319634108,0.34328863395039544,0.31275507157740806,0.2571039225851479,0.3381178994774135,-0.39741426441646194,1.216449177373607,0.049870837708765325,33.7480276953949
GS00017,21.409902572652896,80.22882701407829,0.12206679658495159,0.1521245235163149,0.18282763551323056,0.19200962912178599,0.3321086768839035,0.20372414089257412,0.02449588122358858,-0.11589953917731571,1.7097021079422798,0.24228776612291755,34.33603084810024
GS00018,21.372778007456848,80.32389786453346,0.14232827543982904,0.12440107989858182,0.17812574263558453,0.3105057592903885,0.2916847520672714,0.28874164104241207,0.27091938447201225,-0.4279175094632934,1.0101893887727764,0.018399763973353588,27.450137303661094
GS00019,21.316491656079215,80.44317396559893,0.07518467355259019,0.15377641056146277,0.10708137528320617,0.21030962485931878,0.21419302932084727,0.15124002361111946,0.32523897744668406,-0.15527390101248628,1.416236310801453,0.05896818185598032,34.9795465416435
GS00020,21.444741157888952,80.36677097898347,0.09070742102832605,0.13287898916578697,0.19113222292635068,0.3398608516152639,0.33407931309811384,0.25974398673765065,0.2800947050441279,-0.4378336809392363,1.2861819482796906,0.09902193319069284,31.079965492071082
GS00021,21.255797544260815,80.2741585293599,0.1261302018411621,0.16712397432720494,0.1376259862812109,0.21759966359601798,0.22353619545881254,0.28366835109938404,0.22513422723899537,-0.13119952374582822,0.8825778357177585,0.024730441550888275,36.42810646863639
GS00022,21.316857859414085,80.48124804575765,0.13471206598534838,0.1353081268693258,0.14269602368366127,0.30991833674100555,0.18695610385913447,0.21517578435607687,0.3694578834011461,-0.3921820286102135,0.9527342874569971,-0.14849634622034444,29.961671912549726
GS00023,21.346544737317476,80.38769808023034,0.05565044246001569,0.1423525663782987,0.13999739106161638,0.287386433898456,0.25069790586352536,0.2635647067331023,0.34486260210715053,-0.3374921287912569,0.9511780154213789,0.06495334039946478,27.740410304125962
GS00024,21.382427993686814,80.47206608114502,0.1244692726646714,0.21116555909403034,0.18151384839607665,0.3031345746942768,0.26575312615807434,0.21775769600336767,0.25094577751210145,-0.17882327989986907,1.2204018991460366,0.022475437775793326,28.89133412430559
GS00025,21.514070384557208,80.31103518930887,0.10116552270236924,0.16538884847143973,0.10640249093908316,0.2534023298024365,0.28867292273758316,0.24940889811467462,0.40855325397572245,-0.21016027972098097,1.2396956760061302,0.05403571133572125,39.315604748485285
GS00026,21.279869512863343,80.20356170991725,0.12227349034977111,0.1438888986531722,0.20329632213744855,0.34855946625711864,0.22346717785660955,0.2204125315827578,0.26322616152328576,-0.415617487172983,1.0757028151256416,-0.04909712732444154,26.25034062372699
GS00027,21.405693775365446,80.12113067454588,0.11854849485860383,0.15100252116834628,0.23726928679092474,0.4530281706530658,0.37222016223703824,0.17168425375468144,0.3125588381886936,-0.5000162302312051,2.254629116440872,0.03210044801820712,31.495092412782764
GS00028,21.436965827544817,80.39043394059354,0.14146486884454523,0.18502096287284836,0.15582661831821354,0.4878664319948449,0.3086564344283635,0.22974305791415492,0.5158348341345471,-0.4500679034322528,1.3434795103327313,-0.15070939309123263,31.065657892658507
GS00029,21.218580165088,80.14852119920221,0.102710961742901,0.11699026486020789,0.11951552146864534,0.2052418873214511,0.3200260655865296,0.1700077005809682,0.26396965723592375,-0.2738750555730881,1.8824099266267507,0.17603952028649086,32.45449646633473
GS00030,21.443017940760576,80.22111005130878,0.16342914295448346,0.14943840241953377,0.09995954959380175,0.2944180694215735,0.34484848991388556,0.18323022289870222,0.4930757156999695,-0.32663563463439854,1.8820399954680869,-0.014445336019285661,32.030074006338
GS00031,21.268209649474915,80.31298836315355,0.13925120440782812,0.15058691481058437,0.15506298381519254,0.42792167634410005,0.2973479081154209,0.22498155560800515,0.46803671372354627,-0.47939526980004843,1.3216487265506058,-0.11255757431466375,34.95990620673581
GS00032,21.22602063719411,80.32576663511189,0.1096205269480868,0.15493089352340741,0.14274937274163094,0.30118670899844247,0.2988499410158667,0.24260979105079727,0.356891421720831,-0.32065303775464593,1.3451487101476898,0.03612365683722535,32.59881991471964
GS00033,21.579554214901336,80.34023327879486,0.09957431687449335,0.13331106668064427,0.18864458474628482,0.40983027360441365,0.2690115491860735,0.18264425942822823,0.36958163937920635,-0.5091100185241378,1.4728635718672103,-0.05351101717737038,25.71849092389153
GS00034,21.586252813229827,80.16650213213988,0.1387908364800552,0.1427573790025178,0.19759110116319542,0.37121370566151113,0.270857370126202,0.15795784640944222,0.3052405626228467,-0.4444917019342201,1.7837201386368016,-0.04247115376066777,37.12280846372909
GS00035,21.523358939246584,80.25189496192866,0.12100310780023531,0.0927716328868104,0.11170194800009661,0.3721301529373222,0.3166718080054709,0.26901529982375527,0.5382604134207647,-0.6008966359607705,1.253564341150935,-0.07027557390207934,33.43650145633592
GS00036,21.321845507669348,80.34687769084678,0.14287346178877744,0.16784484078069192,0.15243288282981832,0.20953151732957412,0.20545312104712354,0.24742016102608372,0.1577461118510561,-0.11046416975737519,0.8303781301287492,0.007716579786634901,30.138662787163277
GS00037,21.239068845602553,80.48792754585351,0.12775882979918063,0.1251751550918144,0.1316722546987317,0.43903133367462926,0.2185160157812835,0.17052337565812176,0.5385607286809125,-0.5562779382262633,1.2814356594940917,-0.236212378351663,39.471136771830444
GS00038,21.473693210604864,80.39105245507987,0.059883120483329354,0.20651982722156204,0.16912403966815348,0.45144413070722356,0.40612072300195884,0.13791817020401537,0.45493734545062403,-0.3722452093142789,2.9446285269930885,0.058824865576641065,26.9724954427266
GS00039,21.37606099749584,80.46904150283758,0.11028724800209791,0.15060368937152144,0.07353865461541972,0.32221269838098343,0.2650504140729949,0.2322115713728862,0.628357713814588,-0.36294986913486843,1.1414128550662221,-0.12178977273614311,32.133259156121674
GS00040,21.248815293937913,80.40488482332567,0.1213098400420391,0.11919079891424592,0.10868507512580629,0.3689558364240356,0.47751250421881936,0.21728224530419865,0.5449077122518595,-0.5116588085829915,2.3197320417975287,0.0891175924892214,33.84725762033448
GS00041,21.39807076404451,80.33668678755696,0.0753306025931195,0.10490494729061553,0.14196337182672694,0.3279672365708554,0.32800622002414487,0.23068483760674188,0.39581049969884385,-0.5153063243382264,1.4218741099456154,0.07634737535332185,24.521837204383022
GS00042,21.213755408446087,80.17680934765454,0.14422837103391026,0.14167404919528814,0.1822947453644225,0.35250948157339845,0.31298601375501095,0.2558090058451103,0.31827425693572353,-0.42663300700684265,1.2235096618719443,-0.0014688152035008616,26.461380530370256
GS00043,21.563728160831513,80.36667426075701,0.11028694029359147,0.16343381067001603,0.13618851494957024,0.42487065580303834,0.23162304713441162,0.23741076572673706,0.5145297347809035,-0.44438962415284083,0.9756173895821646,-0.18532842142849143,31.619280189302224
GS00044,21.303511992640008,80.34935182638397,0.0865102642861555,0.1636844425517253,0.19427919850953768,0.28938790716455437,0.2626932961280513,0.15296904961475266,0.19664043905161566,-0.27744616780383624,1.7172858137238702,0.09734311597806695,31.85520921204575
GS00045,21.465008913741592,80.3409876681829,0.10407075981760815,0.12138923609785107,0.11868359479496246,0.4015142974664961,0.16624186857941167,0.2412375911833274,0.5436972413416431,-0.5357097584509154,0.7685434675390286,-0.2791352031478625,34.279732509320006
GS00046,21.324684430435763,80.29591434719529,0.10902741312148018,0.2468713241721323,0.15398453535723416,0.40965919320158767,0.2856639881998753,0.2137091215076819,0.45360959641738463,-0.24795133930606258,1.4197250646939716,-0.08247428047593348,31.669177467037585
GS00047,21.408027208471125,80.31146264159571,0.12805678514019025,0.17929103816626352,0.13356092741646747,0.4298955474450329,0.2315880991637091,0.2695581690493719,0.5259218898487511,-0.4113749445949352,0.8591364188442497,-0.20886449275177343,29.487222458488684
GS00048,21.418684111737313,80.23377701084723,0.1433312596392721,0.19140730260680167,0.19896930213498445,0.3508563564698257,0.2518063790823048,0.20507034793131296,0.27624534379663573,-0.2940428648522571,1.2278964449321579,-0.04594029109315035,34.99167248494599
GS00049,21.273941782210212,80.30772507705692,0.07925909197101408,0.16040328763381945,0.21256911806056095,0.26831780667089034,0.2459698184919797,0.12367829041623836,0.11592865144505736,-0.2517120541969824,2.0925994229184783,0.1376500689057943,21.77710030535132
GS00050,21.587833851105824,80.17902236227138,0.13305198270538338,0.11968301645589986,0.1902327978133333,0.3279956812603496,0.2133957428157218,0.19855626863196393,0.26583374549294775,-0.46531630955595293,1.0747314580120546,-0.0664052701187909,35.5703652869101
GS00051,21.510053129344445,80.42206975894415,0.09095049824196952,0.1540303961867318,0.2078749236909802,0.3643717771387153,0.11246697538062791,0.18280335384276988,0.273477470020119,-0.4057486369203488,0.6152313827129129,-0.1740188689074355,27.207389914798934
GS00052,21.575799576625677,80.17431078187948,0.12631791927694508,0.14550218890033145,0.1553292539461343,0.4377045173451435,0.2722612425505767,0.22445398407631462,0.47615296280884756,-0.5010261786935694,1.300992706854725,-0.13758574337118798,29.693393524024522
GS00053,21.55793094017106,80.13398651595578,0.08095271063304055,0.17368349822750104,0.12840103398394234,0.3962492403264385,0.2703010400858103,0.25353035431690285,0.5105261713021946,-0.3905116104613158,1.0661444254659962,-0.08962144826958446,31.24817437754289
GS00054,21.439159991524434,80.27449841054286,0.14387597247599207,0.13832487445369387,0.14412108734980594,0.25386952069648827,0.17741467609320993,0.1790225694510525,0.27575564692287796,-0.29460990024767947,0.9910129523013311,-0.10595246723874568,30.072460792745368
GS00055,21.56874969400925,80.36332297580242,0.13721203244363822,0.14144979237257005,0.11870852938258979,0.22659268770866642,0.24538670059052764,0.29796115038761284,0.3124340157293722,-0.23133923012928578,0.9013908334991532,0.00039910625307295483,29.649602913848145
GS00056,21.235397000820768,80.27508672997341,0.13528416325806442,0.09654821992428267,0.17286015710174116,0.2839020535443406,0.2571506739268468,0.21473298806043542,0.24310604237485123,-0.49245158758946694,1.1975313095497184,0.012746866592346697,36.188781245154296
GS00057,21.27839314496766,80.21070165278051,0.1367194609016728,0.15591519813876292,0.14383732372789623,0.30237514184504644,0.303541797080556,0.14082972138173602,0.35529590733795097,-0.3195782484378991,2.1553663440931685,0.009345464502933871,36.29706271121245
GS00058,21.218090915564215,80.32326847355617,0.11175924237429569,0.12330405109524523,0.125065378664984,0.2809572084533309,0.23995999156022788,0.22993020024645378,0.38394771814801043,-0.38997743082456127,1.1007564462932011,-0.036544167536869045,43.275681452718814
GS00059,21.330132132305305,80.23880093416487,0.12566539940169782,0.14515924817003925,0.16117866664116803,0.11756628721916529,0.30295454857100756,0.12369682261906285,-0.15645923758898717,0.1050254056370728,2.449150212643434,0.3122874993251405,32.85878480112373
GS00060,21.35547091587579,80.47314707605065,0.11281169968344765,0.14159448113030088,0.08819409871128683,0.27829763576431527,0.3348270162949496,0.26099198191331235,0.518710247626161,-0.32556655285283914,1.3264573788727991,0.039197330530196195,31.190891860719745
GS00061,21.30853961270956,80.46905805584143,0.16734089212985664,0.10894907288766711,0.16875765203617843,0.3570700377101817,0.22697216335893755,0.15106613104832384,0.3581249736769556,-0.5324254451255434,1.5024589517512779,-0.13984922987276946,31.930288249187754
GS00062,21.531495003660773,80.30094872798884,0.16544915635977125,0.13404241684997178,0.10056489512890501,0.44746027958500945,0.2107631234541878,0.1565280184529344,0.6329905403463509,-0.5389782810608176,1.4165645464994123,-0.32630260717267384,39.963705086673
GS00063,21.342701330677436,80.2311535976073,0.10146283506763407,0.131334593542841,0.16033168576927198,0.454223804333029,0.20552948492926565,0.2575676563564374,0.47821823265560964,-0.5514200813128026,0.8883185722787583,-0.20598525723416816,33.1713217425893
GS00064,21.31237380387495,80.39485296558266,0.17660342799163994,0.15983248030843758,0.167579067703,0.4259599578751513,0.30941441987862767,0.2197460261632949,0.4353217627075266,-0.45430259238122234,1.408048269325386,-0.11631604138466167,28.891061030056537
GS00065,21.4170784332633,80.11468517739323,0.1466073159884015,0.12591317902489166,0.12178008995869845,0.36523201177299575,0.25896935496570317,0.2277125639820972,0.49988782837390716,-0.4872659856311228,1.2301177041158557,-0.1468646480706885,31.28387461834665
GS00066,21.256369689989906,80.28990760241746,0.16744608328261573,0.16775360995633024,0.14717020109660658,0.497581131966576,0.25502101281020434,0.2024521820915229,0.543481446907197,-0.495730953904568,1.259654257718296,-0.2462811247263756,30.70276866854538
GS00067,21.520878792301616,80.23452935770813,0.08649131887579245,0.16596825640547272,0.16415032973340107,0.33488151094839486,0.28766737657710606,0.2079948118807362,0.3421241395290437,-0.3372526619762157,1.4571638153523463,0.03486620658405407,31.842997691869343
GS00068,21.229820257471907,80.46821435404102,0.08939118433724143,0.13498166016221763,0.12226569444596012,0.39647142153975024,0.16663172732309878,0.28309411862858525,0.5286014631347113,-0.4920270073759119,0.5886068545806191,-0.25422701591788927,28.756155735454094
GS00069,21.594754774640208,80.10480121090907,0.1524923806236554,0.14497880051491552,0.1810249403500366,0.33241155970703334,0.31081020604134524,0.18062841794989576,0.29484916730891236,-0.3926186663809261,1.7967028063843637,0.007096264558931065,29.20757537183568
GS00070,21.508897907718662,80.32112595028734,0.07854656558638679,0.15669688956140612,0.21782948531093588,0.3474769004047998,0.25015129135336306,0.2070863502064511,0.22933968026919957,-0.3784005361636217,1.3204413033908398,0.046931839626002135,36.152378509544334
GS00071,21.279486272613667,80.39626543242665,0.11356917314995495,0.1350502847264969,0.1581051037416757,0.4108876837703335,0.2375907633619491,0.16649312080783416,0.4442624604637227,-0.5052531783970612,1.4270219405295035,-0.13993421583252466,28.169953071054803
GS00072,21.20220884684944,80.29400719500961,0.13876701767334162,0.16127453961126645,0.19581690937099822,0.28019433045114395,0.26412079141951844,0.1899850813530011,0.177258931643591,-0.2693723828153116,1.3902112698917788,0.046622312419502265,28.326112295596904
GS00073,21.526184571381936,80.13416121206508,0.14150078393151078,0.17684501380613224,0.16934860568851812,0.411740373415633,0.300356462659208,0.1866000430458507,0.417132933699533,-0.39908391479838595,1.6096183480893291,-0.08166216878165258,31.844240371927054
GS00074,21.482742937539047,80.48898455601116,0.13490657783681534,0.18563000178402586,0.1512433799707489,0.29548010403693015,0.253696062152399,0.2205658868920121,0.32287624526911285,-0.2283258501494344,1.1951426395729712,-0.030463801568943464,37.11647569816209
GS00075,21.491602867216397,80.30720417255044,0.14285115869626552,0.18185399487928328,0.16060844653350143,0.3688556978249147,0.22657108105064291,0.18797504772859713,0.3933162617224948,-0.3395643219262409,1.2053188892330045,-0.13853496126322845,30.213211620385003
GS00076,21.50850813867438,80.3456744977276,0.08577166277053341,0.15449861638143753,0.15222794214751956,0.38365181518610614,0.3436222906564276,0.19454855362931534,0.4318570313852639,-0.425815458926095,1.7662455875439722,0.027377444527148846,25.282809372975283
GS00077,21.229617860693637,80.194643913083,0.105656955518484,0.13103337692966852,0.16936357913887276,0.40506737438339413,0.22737718144098518,0.17568114850743008,0.4103250068162942,-0.5111604220328322,1.29425319175994,-0.1256064226725111,27.619951967705322
GS00078,21.34338629141771,80.29339923404272,0.14362627866862662,0.18764048580096263,0.1687157180850034,0.33904051826878784,0.20490277844473198,0.15814960588414118,0.3354453427525487,-0.2874600447669268,1.2956180426829396,-0.12735028137159188,34.714798408052026
GS00079,21.246347623810053,80.27165979678333,0.12188114196311199,0.14813232373232937,0.1981958516653056,0.2431678089097943,0.2506464977052251,0.18771324107475695,0.10189297254993201,-0.2428704576850344,1.3833619376478277,0.10295391475329306,27.304250971699037
GS00080,21.54524137035024,80.12995833680078,0.09771489970926138,0.16094848688442612,0.1406421586300254,0.4518412533206738,0.27916441575632694,0.17612038970576166,0.5252443581866646,-0.47470163524156134,1.5850682090501034,-0.13385025143184734,28.104656874143956
GS00081,21.449319250731023,80.14246414141898,0.14272409737585917,0.06734417526759665,0.14092229608155685,0.36315192749081476,0.21007130897519694,0.2176677724452346,0.44086600772464213,-0.6871306457763109,0.965096217593871,-0.18075356349156327,22.393297482843117
GS00082,21.33235920994106,80.4349890078475,0.10585327645056403,0.2028037546150016,0.19431204105030297,0.2504374171951639,0.2731585859559256,0.16827189117239244,0.12619520700726106,-0.10509538949105779,1.6233071414698625,0.13496603397993331,24.09578801725282
GS00083,21.22542334011441,80.19592798088263,0.11676584505359047,0.1989922691992666,0.1616453823623951,0.5652918286518931,0.31590398199586095,0.27141270454662114,0.5552692652189721,-0.4792708381760981,1.2229767063128714,-0.1763598583610253,26.156383817655104
GS00084,21.324392928686265,80.17798330859945,0.1197412858620522,0.11546098831337863,0.15568594596684515,0.4226572171456493,0.3440069788331399,0.16898581643790656,0.46161315045013296,-0.5708702193043367,2.0357030571053083,-0.040980605048209405,32.041199338623954
GS00085,21.3300733288107,80.30196458050006,0.11829370774149053,0.13964778589632232,0.07581475772450535,0.4588553705208879,0.1880286351428455,0.22150423351262433,0.7164041455789657,-0.5333423021410894,0.8488676866053783,-0.3725423515763512,26.848893748898856
GS00086,21.491842471335225,80.407498852545,0.13682113434209578,0.13404753090565197,0.21493042912819169,0.3367482678491936,0.3137592155726147,0.2177769126764229,0.2208126189679145,-0.4305482481606517,1.4407301994798802,0.054995949085707964,26.834177529466295
GS00087,21.455022988542087,80.1247786074316,0.13062654250581854,0.10472103300823496,0.14137547236615308,0.4825407696272389,0.2547113731954126,0.2129943005543778,0.546811779349254,-0.6433571731828627,1.2811145233553616,-0.21508977676899343,30.01453690443881
GS00088,21.55488509703053,80.3307231678553,0.08814157030072542,0.12513078109497633,0.17004642942552528,0.2559787240015012,0.28830147079784557,0.1916395471514721,0.20170661797338493,-0.3433333407416857,1.5043865981554152,0.14234516003903824,37.11408935867057
GS00089,21.38888597006478,80.14768417713623,0.1131725067832063,0.21545451536675014,0.14169669096592363,0.3694700378494552,0.2271555889239654,0.31704719762382716,0.4455941446291843,-0.2633079058281054,0.7993000930293976,-0.133635728403691,28.67765322597259
GS00090,21.24783769837532,80.11458442033025,0.11058734326726673,0.1606486345822462,0.1844204287211204,0.38893727827076463,0.23002123157421747,0.2682279102977373,0.356699649025368,-0.41538224137002894,0.9320132338636363,-0.09309191142162286,35.38089840863313
GS00091,21.4852979148892,80.12109758086488,0.07880445678180098,0.1913753134612869,0.19238820939275397,0.2742350026611049,0.2596202045185406,0.2851645364973364,0.1754019426212371,-0.17795892481710496,0.9104192873635192,0.12293533690201806,39.19208988017161
GS00092,21.50431401944676,80.43366564328338,0.13487022994235673,0.14882536691022766,0.12550665045349102,0.3134833588787937,0.24260042371801505,0.2580168979280042,0.4282017272089912,-0.356163807039848,0.9402464932324535,-0.09828571050783812,34.33487428330098
GS00093,21.4245108790278,80.14718899345122,0.1719344355303351,0.08549642693304678,0.21569181362947631,0.3439041283927246,0.23062923842430505,0.24263784974056815,0.22911546710732686,-0.6017856671796015,0.9505041697605149,-0.07225146271311485,29.10035037929163
GS00094,21.508386871981827,80.1180605457649,0.15668289383667033,0.1419463893533363,0.10819524139564497,0.2253030170521692,0.21838651291243324,0.2035332894102073,0.35114853388751754,-0.22697490933963277,1.1090257952774762,-0.07819165495465988,30.130562548600647
GS00095,21.397518238545757,80.27515995485716,0.13949363393177475,0.14758794923140425,0.15704866925011002,0.3800625195703704,0.28182151885200873,0.19010985679030568,0.4152090661170948,-0.44058357473520265,1.4824062318695501,-0.08418579259745464,32.931039069779764
GS00096,21.409093131752797,80.43759738877681,0.07536147312210265,0.13824237559039862,0.12493974150790485,0.3077825707870767,0.25543937756012813,0.2898836585962179,0.4225398172089476,-0.38011285346434726,0.8811759090567508,-0.0036212669817351165,34.51474609719611
GS00097,21.37101640734342,80.20496335059572,0.1150226007728322,0.09759362615645105,0.1831632459094328,0.34393566582619545,0.19134948627109116,0.2469127577028131,0.3050131793560221,-0.557927834494822,0.7749648624334678,-0.10131778217163484,27.268170936081123
GS00098,21.210167650697638,80.26868504701036,0.1539409775401797,0.17594443005619395,0.2161387914073425,0.4223444846304023,0.2242411368079159,0.2326549407136168,0.3229612708753218,-0.41184056178396505,1.0452888386655237,-0.13367761070939443,28.290333919719586
GS00099,21.24315657079732,80.11596901302549,0.15476983230191016,0.12108365311845806,0.17317804989231916,0.40446046813399383,0.32826018765158316,0.16207520734125416,0.4003923052770415,-0.5392054907487427,2.1378039953641914,-0.05448639828204621,35.91439740522596
GS00100,21.21257167427469,80.27963140565394,0.12912527853863143,0.13734585724978704,0.13949355672219668,0.28249928356239157,0.1988521338122395,0.23402624302908093,0.33888107642460685,-0.34573004775466076,0.8496965192532288,-0.09770890725355,29.136788931723384
GS00101,21.454564164505513,80.33104523225485,0.10928475852782893,0.17256711047172127,0.13176094090171261,0.32183293919023326,0.33003920838416234,0.24290717036694653,0.4190347083503062,-0.3019124429864624,1.3586994948979785,0.03436197104671205,31.074504020388652
GS00102,21.32574239243053,80.32836282150086,0.11236531902663023,0.12217524730909239,0.22917354346305588,0.31143870445261534,0.247439081546071,0.2407080123586883,0.15217007963961657,-0.4364781619604582,1.0279593569074763,0.05864900762278124,34.026705865659544
GS00103,21.40342827646588,80.23297067686974,0.12458828487055894,0.14999392326956523,0.1313535135774123,0.3026769214136228,0.3343943570785857,0.1700603907481097,0.39472580560840986,-0.3372928975755406,1.966315549976194,0.04309300980301801,31.535346150649083
GS00104,21.563026589570438,80.22621327226526,0.06248735770187107,0.1616701389918968,0.12594501996215074,0.32036521338763924,0.24792484542862572,0.13711800377110722,0.43561572933369236,-0.32921806335218534,1.8080998155623031,-0.011870526622665047,33.28660679708263
GS00105,21.29971689165955,80.14264944757464,0.09974610963556813,0.20999098786322434,0.1413148072504289,0.3144912906936676,0.338011672802656,0.21285427876580607,0.3799337136791985,-0.19924429834631585,1.6683009536659497,0.0728420298881936,31.05502526336929
GS00106,21.36415316921425,80.24671932825851,0.06642638184975247,0.14410209959987022,0.14321837618187844,0.29159105382805983,0.36599622880347915,0.1580310104423657,0.34123532327131645,-0.33851488037602595,2.315962619085695,0.17434433677933375,36.746785178206665
GS00107,21.50222045541722,80.13979786754918,0.06805793775849919,0.17322100055862796,0.13563912705396564,0.2385973637634573,0.29435059142085623,0.2250561973066232,0.2751147045278831,-0.15875009498994389,1.3078923711105586,0.1674269779580221,30.121587559978565
GS00108,21.291519266196648,80.40663837788482,0.07546580986817918,0.13842464392810935,0.13117102794163485,0.36482128202708186,0.2820191469589673,0.16654261112352534,0.47107541450545737,-0.4498718748639325,1.6933651495631004,-0.03174880726182566,32.716218343164314
GS00109,21.230791963931516,80.48650971909927,0.12480698212824852,0.19712543315520853,0.15324409499902478,0.30023532079223675,0.33745898582014605,0.15043527561218484,0.3241401848340734,-0.2073136641864174,2.2432022093533734,0.07170192431505433,30.20670784525489
GS00110,21.315900581165508,80.48802978266669,0.09666744506904562,0.09686359747606149,0.16464496012776228,0.2784781140301987,0.27652319792379554,0.1869202451064476,0.2568877669730446,-0.4838631762031914,1.479356708577035,0.08087885415413483,34.65613075842059
GS00111,21.2644885149016,80.44602843975015,0.11823099837806743,0.106769896807216,0.16526641386404953,0.2843181158985082,0.22094613788223708,0.20668470441361686,0.26480323354119994,-0.4539841655559083,1.1235725293236702,-0.020711632578481496,29.804120208592046
GS00112,21.57187906093703,80.34031685973585,0.12235719218657583,0.1539517478904584,0.09470796386866517,0.35461094487454503,0.20962566678856392,0.2772930431223465,0.5784363789551475,-0.39456060241564866,0.7559688784806452,-0.22095724415265913,32.11240826262409
GS00113,21.52324815182577,80.38034627889755,0.0845212714776219,0.13329253634897975,0.13160036320734408,0.24065774025011294,0.2923229118404602,0.20582449543672254,0.29296094045751736,-0.2871101414001529,1.5301192052580652,0.13181662003527844,29.507860284222616
GS00114,21.45336150260417,80.21408232107215,0.08335286608529019,0.16942675827156525,0.14822319530793607,0.488398294181265,0.25375936953667316,0.20627249541262882,0.5343435151753295,-0.48488735695455254,1.2302083165316695,-0.1743478906974019,29.22989297068398
