date,equipment_id,equipment_type,capacity_tph,operating_hours,downtime_hours,utilization,maintenance
2023-02-06,EX001,Excavator,100,6.213865410911772,2.8067282042135036,0.5178221175759811,0
2023-02-07,EX001,Excavator,100,9.325471021498629,2.0273921735763034,0.7771225851248857,0
2023-02-08,EX001,Excavator,100,5.928046140755755,1.4195407796151487,0.49400384506297956,0
2023-02-09,EX001,Excavator,100,8.832445654523285,1.0922044574222418,0.7360371378769405,0
2023-02-10,EX001,Excavator,100,8.426221991399734,2.2925772481872526,0.7021851659499778,0
2023-02-11,EX001,Excavator,100,6.931899996971433,1.3217287016993267,0.5776583330809527,0
2023-02-12,EX001,Excavator,100,8.750888204489533,0.135703274112012,0.7292406837074611,0
2023-02-13,EX001,Excavator,100,8.278991831322811,1.1727870470302098,0.6899159859435676,0
2023-02-14,EX001,Excavator,100,6.279078083764556,2.576005256621795,0.5232565069803797,0
2023-02-15,EX001,Excavator,100,9.77330333550126,2.4424941970473437,0.8144419446251051,0
2023-02-16,EX001,Excavator,100,6.943966921778841,0.0,0.5786639101482368,0
2023-02-17,EX001,Excavator,100,6.549906817663041,0.0,0.5458255681385867,0
2023-02-18,EX001,Excavator,100,8.896982067558604,1.6690905210870568,0.7414151722965503,0
2023-02-19,EX001,Excavator,100,8.18134155111186,9.051470839520377,0.681778462592655,1
2023-02-20,EX001,Excavator,100,7.362872638897571,0.08047902522804162,0.6135727199081309,0
2023-02-21,EX001,Excavator,100,7.551936619219636,0.0,0.6293280516016363,0
2023-02-22,EX001,Excavator,100,7.1393790321401704,7.9782087173172895,0.5949482526783475,1
2023-02-23,EX001,Excavator,100,7.721691192072875,0.0,0.6434742660060729,0
2023-02-24,EX001,Excavator,100,6.226889781296185,0.734684169675764,0.518907481774682,0
2023-02-25,EX001,Excavator,100,7.59960104939819,0.8746761770142746,0.6333000874498492,0
2023-02-26,EX001,Excavator,100,7.1830582087607935,3.0741065098592317,0.5985881840633994,0
2023-02-27,EX001,Excavator,100,8.659801273241573,0.7089570664390423,0.7216501061034645,0
2023-02-28,EX001,Excavator,100,6.123481718953451,1.5476376169729789,0.510290143246121,0
2023-03-01,EX001,Excavator,100,10.265246037107737,0.6909568433647724,0.8554371697589781,0
2023-03-02,EX001,Excavator,100,10.499861855663784,1.1271438562330396,0.874988487971982,0
2023-03-03,EX001,Excavator,100,9.714279376894238,11.00328854077713,0.8095232814078531,1
2023-03-04,EX001,Excavator,100,8.091940999170795,1.8775992908114159,0.6743284165975663,0
2023-03-05,EX001,Excavator,100,7.200105461730509,1.4064301774461754,0.6000087884775424,0
2023-03-06,EX001,Excavator,100,9.83316113760604,0.38319004072100504,0.8194300948005034,0
2023-03-07,EX001,Excavator,100,7.78852276237336,1.9150953552312473,0.6490435635311134,0
2023-03-08,EX001,Excavator,100,7.142310109022492,0.10139728420961314,0.5951925090852076,0
2023-03-09,EX001,Excavator,100,7.665375363524344,2.0376177156690822,0.6387812802936953,0
2023-03-10,EX001,Excavator,100,7.099783536834567,1.7607725998419392,0.5916486280695473,0
2023-03-11,EX001,Excavator,100,8.558330393521931,1.3311674919967251,0.7131941994601609,0
2023-03-12,EX001,Excavator,100,7.492021998610403,9.922351988782886,0.6243351665508668,1
2023-03-13,EX001,Excavator,100,8.393324231382588,11.663022610654165,0.699443685948549,1
2023-03-14,EX001,Excavator,100,7.80708775861848,0.22367573126429552,0.65059064655154,0
2023-03-15,EX001,Excavator,100,8.644874508278974,6.7850576338317925,0.7204062090232478,1
2023-03-16,EX001,Excavator,100,7.585047456472203,1.3187546032584752,0.6320872880393502,0
2023-03-17,EX001,Excavator,100,9.021583523865434,0.3983139680146708,0.7517986269887862,0
2023-03-18,EX001,Excavator,100,5.103127415761401,0.0,0.4252606179801168,0
2023-03-19,EX001,Excavator,100,7.562032736409299,1.0433783027471573,0.6301693947007749,0
2023-03-20,EX001,Excavator,100,7.198717404166208,0.7661381301083554,0.5998931170138507,0
2023-03-21,EX001,Excavator,100,7.116034604345357,0.48830814119786703,0.5930028836954464,0
2023-03-22,EX001,Excavator,100,9.373228699011094,1.7140380964079927,0.7811023915842578,0
2023-03-23,EX001,Excavator,100,7.609923240691709,0.7494776467158291,0.6341602700576424,0
2023-03-24,EX001,Excavator,100,7.89771569422971,2.469588457549417,0.6581429745191425,0
2023-03-25,EX001,Excavator,100,5.9128148400911,1.2571681404572992,0.49273457000759163,0
2023-03-26,EX001,Excavator,100,8.044209568435788,0.2826448197115239,0.670350797369649,0
2023-03-27,EX001,Excavator,100,9.298308460334377,0.0,0.7748590383611981,0
2023-03-28,EX001,Excavator,100,6.006815098763582,0.24621817172954397,0.5005679248969651,0
2023-03-29,EX001,Excavator,100,10.21491365654971,1.562056256589934,0.8512428047124758,0
2023-03-30,EX001,Excavator,100,5.825075785307602,1.046328494000815,0.48542298210896684,0
2023-03-31,EX001,Excavator,100,9.459961665615085,1.9220433094546991,0.788330138801257,0
2023-04-01,EX001,Excavator,100,7.549062931602741,1.110211772159009,0.6290885776335617,0
2023-04-02,EX001,Excavator,100,6.405986536407956,1.0875339443539391,0.5338322113673296,0
2023-04-03,EX001,Excavator,100,7.216680231474833,1.6599815835044036,0.6013900192895695,0
2023-04-04,EX001,Excavator,100,8.500739815940108,0.315395743665594,0.7083949846616756,0
2023-04-05,EX001,Excavator,100,9.051269389121428,1.2972727272903208,0.7542724490934524,0
2023-04-06,EX001,Excavator,100,6.284419289275023,1.0829135925952782,0.5237016074395853,0
2023-04-07,EX001,Excavator,100,6.810390821259523,0.0,0.5675325684382936,0
2023-04-08,EX001,Excavator,100,8.011562209368359,1.4088160300487473,0.6676301841140299,0
2023-04-09,EX001,Excavator,100,7.661750456223565,1.080338953093038,0.6384792046852971,0
2023-04-10,EX001,Excavator,100,9.612280944804283,1.9853523214712696,0.8010234120670235,0
2023-04-11,EX001,Excavator,100,7.920433867385834,2.644893293180541,0.6600361556154862,0
2023-04-12,EX001,Excavator,100,6.282205325199699,0.6089231334974058,0.5235171104333083,0
2023-04-13,EX001,Excavator,100,8.511074792367014,1.8056724602640664,0.7092562326972511,0
2023-04-14,EX001,Excavator,100,10.039360530109935,2.852112334732567,0.8366133775091612,0
2023-04-15,EX001,Excavator,100,10.664926719378668,1.4457272342200924,0.8887438932815557,0
2023-04-16,EX001,Excavator,100,7.246975239370135,1.5354494906739609,0.6039146032808446,0
2023-04-17,EX001,Excavator,100,8.038458833309415,0.8424544863269238,0.6698715694424512,0
2023-04-18,EX001,Excavator,100,8.073490568336316,0.8283060810310109,0.6727908806946931,0
2023-04-19,EX001,Excavator,100,10.784700265348587,1.8966681056403432,0.8987250221123823,0
2023-04-20,EX001,Excavator,100,8.396496095562533,0.712579871694222,0.6997080079635444,0
2023-04-21,EX001,Excavator,100,9.195850527045295,2.538225029770143,0.7663208772537745,0
2023-04-22,EX001,Excavator,100,8.201091411688793,1.6602554469415334,0.6834242843073994,0
2023-04-23,EX001,Excavator,100,6.842872206540811,0.290575025411262,0.5702393505450676,0
2023-04-24,EX001,Excavator,100,7.036953359227614,1.4241665405559671,0.5864127799356346,0
2023-04-25,EX001,Excavator,100,8.256622677749032,3.1204856825664256,0.6880518898124194,0
2023-04-26,EX001,Excavator,100,9.7078154061135,0.8936439387610564,0.808984617176125,0
2023-04-27,EX001,Excavator,100,7.3006552918906555,0.0,0.608387940990888,0
2023-04-28,EX001,Excavator,100,10.323767375065518,2.221788675012554,0.8603139479221266,0
2023-04-29,EX001,Excavator,100,7.093477262097988,0.3443388804656936,0.5911231051748324,0
2023-04-30,EX001,Excavator,100,9.290152703164399,2.2832155952684845,0.7741793919303666,0
2023-05-01,EX001,Excavator,100,5.0494708968793045,1.6171065916924081,0.4207892414066087,0
2023-05-02,EX001,Excavator,100,4.807862700364456,1.5584731467310236,0.4006552250303714,0
2023-05-03,EX001,Excavator,100,7.401045291420024,0.29212064116157743,0.616753774285002,0
2023-05-04,EX001,Excavator,100,7.7706631594905256,1.9168023661980627,0.6475552632908771,0
2023-05-05,EX001,Excavator,100,5.127573467068229,3.090202929892131,0.42729778892235243,0
2023-05-06,EX001,Excavator,100,8.621887966274887,2.2725523379806387,0.7184906638562406,0
2023-05-07,EX001,Excavator,100,6.087303301135226,0.0,0.5072752750946022,0
2023-05-08,EX001,Excavator,100,8.082713424357713,12.485361095201947,0.6735594520298095,1
2023-05-09,EX001,Excavator,100,7.4988297885948345,2.627240452287708,0.6249024823829029,0
2023-05-10,EX001,Excavator,100,8.992316054228118,1.8488114874999773,0.7493596711856765,0
2023-05-11,EX001,Excavator,100,9.22555298298959,1.3412575947108896,0.7687960819157992,0
2023-05-12,EX001,Excavator,100,6.139732685528848,1.8231348157508727,0.5116443904607374,0
2023-05-13,EX001,Excavator,100,6.933016029010192,2.0081129386317578,0.5777513357508494,0
2023-05-14,EX001,Excavator,100,6.516126277770535,1.9262498739881468,0.5430105231475446,0
2023-05-15,EX001,Excavator,100,11.18517685746014,0.8424079843608032,0.9320980714550117,0
2023-05-16,EX001,Excavator,100,6.767199557489297,0.9565895343341726,0.5639332964574414,0
2023-05-17,EX001,Excavator,100,8.234148020505076,1.002700951597107,0.6861790017087563,0
2023-05-18,EX001,Excavator,100,9.845605475138349,1.304308068711151,0.8204671229281958,0
2023-05-19,EX001,Excavator,100,7.423259666314305,1.1903269449721456,0.6186049721928587,0
2023-05-20,EX001,Excavator,100,8.069899821407466,0.1769761862476814,0.6724916517839555,0
2023-05-21,EX001,Excavator,100,8.754917495452542,0.608510545332004,0.7295764579543785,0
2023-05-22,EX001,Excavator,100,7.03787830470333,2.4026889983356083,0.5864898587252775,0
2023-05-23,EX001,Excavator,100,6.520915800770185,2.054119260196515,0.5434096500641821,0
2023-05-24,EX001,Excavator,100,6.605293351548889,0.3467882389364735,0.5504411126290741,0
2023-05-25,EX001,Excavator,100,8.22591224385162,0.9847879574510788,0.6854926869876351,0
2023-05-26,EX001,Excavator,100,9.695347262899016,1.997588786177248,0.8079456052415847,0
2023-05-27,EX001,Excavator,100,6.642292172395154,1.2927311110055342,0.5535243476995961,0
2023-05-28,EX001,Excavator,100,8.859671372764847,1.3548593516246177,0.7383059477304039,0
2023-05-29,EX001,Excavator,100,7.415133511413834,0.7055805372994894,0.6179277926178195,0
2023-05-30,EX001,Excavator,100,7.473844503149802,1.3930444662023833,0.6228203752624836,0
2023-05-31,EX001,Excavator,100,10.913232360500608,3.1149766401407994,0.9094360300417174,0
2023-06-01,EX001,Excavator,100,7.562157791620854,1.3146540728577292,0.6301798159684046,0
2023-06-02,EX001,Excavator,100,4.599452547372945,0.8478758832164306,0.3832877122810787,0
2023-06-03,EX001,Excavator,100,7.2094717623597795,1.1630786525515286,0.6007893135299817,0
2023-06-04,EX001,Excavator,100,6.718549899729577,0.5887296623888583,0.5598791583107982,0
2023-06-05,EX001,Excavator,100,7.140606978252693,1.0649610196163803,0.5950505815210577,0
2023-06-06,EX001,Excavator,100,10.811106315844555,1.15437453287058,0.9009255263203796,0
2023-06-07,EX001,Excavator,100,10.561477448389974,1.2101518029082334,0.8801231206991645,0
2023-06-08,EX001,Excavator,100,8.429163674063817,1.703438362765794,0.7024303061719848,0
2023-06-09,EX001,Excavator,100,4.642743264700179,2.1702920832493864,0.3868952720583483,0
2023-06-10,EX001,Excavator,100,5.839382354681959,2.5019890241976137,0.4866151962234966,0
2023-06-11,EX001,Excavator,100,8.605377815847762,0.0,0.7171148179873135,0
2023-06-12,EX001,Excavator,100,11.399372956266445,0.33347641559500274,0.9499477463555371,0
2023-06-13,EX001,Excavator,100,9.948278639432887,0.6933138966992327,0.8290232199527406,0
2023-06-14,EX001,Excavator,100,10.371838274655312,0.0,0.864319856221276,0
2023-06-15,EX001,Excavator,100,8.872686128759591,0.0,0.739390510729966,0
2023-06-16,EX001,Excavator,100,7.416412248519535,0.0,0.6180343540432945,0
2023-06-17,EX001,Excavator,100,10.22847508636915,1.3693470731025024,0.8523729238640958,0
2023-06-18,EX001,Excavator,100,7.596543236253378,0.5951712180141332,0.6330452696877815,0
2023-06-19,EX001,Excavator,100,9.731767433129288,0.0,0.8109806194274407,0
2023-06-20,EX001,Excavator,100,8.582054298691148,1.033399092006811,0.7151711915575957,0
2023-06-21,EX001,Excavator,100,8.843334399789187,2.261641286738694,0.7369445333157656,0
2023-06-22,EX001,Excavator,100,10.333115948725183,3.087679706992189,0.8610929957270986,0
2023-06-23,EX001,Excavator,100,10.273734676833946,0.0,0.8561445564028288,0
2023-06-24,EX001,Excavator,100,6.261663020709404,1.6612743139723687,0.5218052517257837,0
2023-06-25,EX001,Excavator,100,7.20956368181833,1.3808448642244673,0.6007969734848608,0
2023-06-26,EX001,Excavator,100,6.599002018459016,1.3749988443031886,0.5499168348715847,0
2023-06-27,EX001,Excavator,100,8.929891254040427,0.3401946993643371,0.744157604503369,0
2023-06-28,EX001,Excavator,100,7.78155704015827,2.4489670400317696,0.6484630866798559,0
2023-06-29,EX001,Excavator,100,5.484510208173903,2.1900889304462527,0.45704251734782525,0
2023-06-30,EX001,Excavator,100,9.46151398298901,0.0,0.7884594985824175,0
2023-07-01,EX001,Excavator,100,5.582792545618744,0.7379338987009099,0.46523271213489537,0
2023-07-02,EX001,Excavator,100,8.956699539653787,0.3618129610842039,0.7463916283044822,0
2023-07-03,EX001,Excavator,100,8.172980976155324,0.18007735580763362,0.6810817480129437,0
2023-07-04,EX001,Excavator,100,8.477053141169627,1.3077849197251756,0.7064210950974689,0
2023-07-05,EX001,Excavator,100,6.918233533060203,2.7068042539548602,0.5765194610883503,0
2023-07-06,EX001,Excavator,100,6.725306904273709,2.2255697624081714,0.5604422420228091,0
2023-07-07,EX001,Excavator,100,6.608338165089597,1.2446954550270057,0.5506948470907997,0
2023-07-08,EX001,Excavator,100,8.296076180024171,0.7446714090074043,0.6913396816686809,0
2023-07-09,EX001,Excavator,100,10.23068172016281,1.9691900238172853,0.8525568100135675,0
2023-07-10,EX001,Excavator,100,6.445355029215842,3.1908727227820926,0.5371129191013202,0
2023-07-11,EX001,Excavator,100,9.105110637901213,2.905604327289658,0.7587592198251011,0
2023-07-12,EX001,Excavator,100,8.345145323247166,0.4766560039405314,0.6954287769372639,0
2023-07-13,EX001,Excavator,100,8.663198456515891,2.4982122619191998,0.7219332047096576,0
2023-07-14,EX001,Excavator,100,7.251709812208765,2.2175454476566943,0.6043091510173971,0
2023-07-15,EX001,Excavator,100,7.7855628694200165,2.526737774769369,0.6487969057850014,0
2023-07-16,EX001,Excavator,100,11.11796055079796,0.0,0.9264967125664967,0
2023-07-17,EX001,Excavator,100,8.804685121749037,0.7963903977465978,0.733723760145753,0
2023-07-18,EX001,Excavator,100,9.113222308032741,0.5257045584947867,0.7594351923360617,0
2023-07-19,EX001,Excavator,100,8.615523584133149,0.0,0.7179602986777623,0
2023-07-20,EX001,Excavator,100,8.385204040042357,0.5655077794224374,0.698767003336863,0
2023-07-21,EX001,Excavator,100,7.961142705213471,0.0,0.6634285587677893,0
2023-07-22,EX001,Excavator,100,4.685020327811053,1.7070307411041692,0.39041836065092106,0
2023-07-23,EX001,Excavator,100,10.58269590983206,0.4157621542857721,0.8818913258193383,0
2023-07-24,EX001,Excavator,100,11.136196620839348,1.9132015494496977,0.9280163850699457,0
2023-07-25,EX001,Excavator,100,8.896651563330412,1.6430022672077205,0.7413876302775343,0
2023-07-26,EX001,Excavator,100,9.036660207891396,0.4798749201048411,0.753055017324283,0
2023-07-27,EX001,Excavator,100,7.500764593462636,0.8064175048749314,0.6250637161218863,0
2023-07-28,EX001,Excavator,100,9.445100054020294,0.10335842489653935,0.7870916711683579,0
2023-07-29,EX001,Excavator,100,6.206131269225385,0.5900948028683406,0.5171776057687821,0
2023-07-30,EX001,Excavator,100,7.832031393161898,0.4849345455803519,0.6526692827634916,0
2023-07-31,EX001,Excavator,100,5.4951358774150565,0.7930030292822127,0.45792798978458804,0
2023-08-01,EX001,Excavator,100,7.951011266094227,0.661478911942141,0.6625842721745189,0
2023-08-02,EX001,Excavator,100,8.599609999969688,0.24962039504863953,0.7166341666641407,0
2023-08-03,EX001,Excavator,100,11.140468700026267,0.3771748109251698,0.9283723916688555,0
2023-08-04,EX001,Excavator,100,8.421425117646981,7.339666580677408,0.7017854264705817,1
2023-08-05,EX001,Excavator,100,9.537058240865008,0.0,0.7947548534054173,0
2023-08-06,EX001,Excavator,100,7.366176265903799,3.574994323632512,0.6138480221586499,0
2023-08-07,EX001,Excavator,100,6.676339334827594,2.748002286335028,0.5563616112356328,0
2023-08-08,EX001,Excavator,100,9.383204991546613,1.214289637319966,0.781933749295551,0
2023-08-09,EX001,Excavator,100,6.920548453505187,2.159713131815293,0.5767123711254323,0
2023-08-10,EX001,Excavator,100,8.607915768167825,2.5540294639509193,0.7173263140139854,0
2023-08-11,EX001,Excavator,100,9.328986564902873,2.3362551721028346,0.7774155470752394,0
2023-08-12,EX001,Excavator,100,6.890236928273468,1.7654350321817147,0.5741864106894556,0
2023-08-13,EX001,Excavator,100,7.457871649732547,0.8107166801401215,0.6214893041443789,0
2023-08-14,EX001,Excavator,100,9.14762166842679,3.1525390266882587,0.7623018057022325,0
2023-08-15,EX001,Excavator,100,7.045785588455656,0.7939540098199882,0.5871487990379713,0
2023-08-16,EX001,Excavator,100,8.551327912125595,1.5980938238190374,0.7126106593437996,0
2023-08-17,EX001,Excavator,100,8.024304131146286,0.623698897652207,0.6686920109288571,0
2023-08-18,EX001,Excavator,100,7.430747779109113,0.8448193819070249,0.6192289815924261,0
2023-08-19,EX001,Excavator,100,8.091048492021695,0.0,0.674254041001808,0
2023-08-20,EX001,Excavator,100,7.800384002274821,1.6808798869673627,0.6500320001895684,0
2023-08-21,EX001,Excavator,100,9.007273004649976,7.41221326572203,0.7506060837208314,1
2023-08-22,EX001,Excavator,100,9.483276695491439,0.8200661801035427,0.7902730579576199,0
2023-08-23,EX001,Excavator,100,8.090385371627976,0.0,0.674198780968998,0
2023-08-24,EX001,Excavator,100,8.008104551653636,1.7490593487055774,0.6673420459711363,0
2023-08-25,EX001,Excavator,100,9.297491797079314,2.8561571525105833,0.7747909830899428,0
2023-08-26,EX001,Excavator,100,7.719759603219533,2.019502843552515,0.6433133002682944,0
2023-08-27,EX001,Excavator,100,9.255883064232707,0.18178362699600037,0.7713235886860589,0
2023-08-28,EX001,Excavator,100,6.285630065047494,2.8298343144026696,0.5238025054206245,0
2023-08-29,EX001,Excavator,100,10.393638478641181,0.23955337472809513,0.8661365398867651,0
2023-08-30,EX001,Excavator,100,6.947173565924303,0.9518147029528181,0.5789311304936919,0
2023-08-31,EX001,Excavator,100,9.8954662707193,0.0,0.8246221892266083,0
2023-09-01,EX001,Excavator,100,7.376969796032821,1.124796908358006,0.6147474830027351,0
2023-09-02,EX001,Excavator,100,10.162249172318631,0.26757717392951486,0.8468540976932193,0
2023-09-03,EX001,Excavator,100,7.316170990330108,1.6373286275165646,0.6096809158608424,0
2023-09-04,EX001,Excavator,100,7.845197669930107,1.772634878346108,0.6537664724941755,0
2023-09-05,EX001,Excavator,100,9.349051974404277,1.5121421655804266,0.7790876645336898,0
2023-09-06,EX001,Excavator,100,5.130705276672351,0.0,0.42755877305602924,0
2023-09-07,EX001,Excavator,100,6.2106280930843125,1.0405507843148403,0.5175523410903594,0
2023-09-08,EX001,Excavator,100,4.851575741452219,1.199373271068132,0.4042979784543516,0
2023-09-09,EX001,Excavator,100,9.418918042204671,0.25117815686409006,0.7849098368503893,0
2023-09-10,EX001,Excavator,100,7.10062086790851,0.0,0.5917184056590424,0
2023-09-11,EX001,Excavator,100,11.582073949521895,0.0,0.9651728291268246,0
2023-09-12,EX001,Excavator,100,6.480693377530875,3.0051202648754627,0.5400577814609062,0
2023-09-13,EX001,Excavator,100,9.515026792013838,0.821783419487061,0.7929188993344866,0
2023-09-14,EX001,Excavator,100,6.787516309139578,1.2671457000175192,0.5656263590949648,0
2023-09-15,EX001,Excavator,100,6.218609065846923,0.7348844235471363,0.5182174221539103,0
2023-09-16,EX001,Excavator,100,6.736369147044962,2.0026996721203743,0.5613640955870801,0
2023-09-17,EX001,Excavator,100,7.11814581117339,2.4154647543781786,0.5931788175977825,0
2023-09-18,EX001,Excavator,100,8.148501675476966,1.513314904790041,0.6790418062897472,0
2023-09-19,EX001,Excavator,100,7.926073371566235,0.0,0.6605061142971863,0
2023-09-20,EX001,Excavator,100,8.139547768314078,0.0,0.6782956473595064,0
2023-09-21,EX001,Excavator,100,8.45717431265482,0.6219362929136396,0.7047645260545683,0
2023-09-22,EX001,Excavator,100,6.861000852181264,1.5461694130309136,0.5717500710151053,0
2023-09-23,EX001,Excavator,100,8.21507561677298,1.0139903281936173,0.6845896347310817,0
2023-09-24,EX001,Excavator,100,11.130500645701638,3.8027874351591135,0.9275417204751365,0
2023-09-25,EX001,Excavator,100,5.802566311025273,0.6682981821469907,0.4835471925854394,0
2023-09-26,EX001,Excavator,100,7.8743553663638925,2.2236262829325693,0.6561962805303244,0
2023-09-27,EX001,Excavator,100,9.278085912454365,0.7840642032653411,0.7731738260378638,0
2023-09-28,EX001,Excavator,100,7.815286508224438,0.7420430143212591,0.6512738756853699,0
2023-09-29,EX001,Excavator,100,5.707541723308392,0.0,0.475628476942366,0
2023-09-30,EX001,Excavator,100,10.089002722777112,1.9525877179921103,0.8407502268980926,0
2023-10-01,EX001,Excavator,100,5.39047356202054,1.5121303375247837,0.44920613016837835,0
2023-10-02,EX001,Excavator,100,7.51209772829482,2.2779585863815734,0.6260081440245683,0
2023-10-03,EX001,Excavator,100,4.77621882999973,0.0,0.39801823583331086,0
2023-10-04,EX001,Excavator,100,8.951441690270133,0.08104253991410104,0.7459534741891778,0
2023-10-05,EX001,Excavator,100,7.072513740880781,0.8833531598682974,0.5893761450733984,0
2023-10-06,EX001,Excavator,100,3.8418377621464908,2.4648790722017484,0.3201531468455409,0
2023-10-07,EX001,Excavator,100,6.375878906251101,2.07863125354502,0.5313232421875917,0
2023-10-08,EX001,Excavator,100,7.210918713733381,0.18662681181901786,0.6009098928111151,0
2023-10-09,EX001,Excavator,100,9.866092722717184,1.0634746326585092,0.8221743935597653,0
2023-10-10,EX001,Excavator,100,6.330732279104372,2.5270251043861127,0.5275610232586977,0
2023-10-11,EX001,Excavator,100,7.799216894741572,1.6948861151755437,0.6499347412284643,0
2023-10-12,EX001,Excavator,100,8.920593525380866,2.165367270896858,0.7433827937817389,0
2023-10-13,EX001,Excavator,100,7.174092621743347,1.7415449213001075,0.5978410518119456,0
2023-10-14,EX001,Excavator,100,7.9153872607840885,2.024490746856068,0.6596156050653407,0
2023-10-15,EX001,Excavator,100,7.9972808331100556,0.0,0.666440069425838,0
2023-10-16,EX001,Excavator,100,6.342724652330362,1.4723587508119513,0.5285603876941968,0
2023-10-17,EX001,Excavator,100,6.667082044153494,2.76545598022302,0.5555901703461245,0
2023-10-18,EX001,Excavator,100,6.129916841228228,0.0,0.5108264034356856,0
2023-10-19,EX001,Excavator,100,6.429921663513865,0.0,0.5358268052928221,0
2023-10-20,EX001,Excavator,100,8.677177309086694,0.9847846738924648,0.7230981090905578,0
2023-10-21,EX001,Excavator,100,8.674514932583481,1.392944452736175,0.7228762443819567,0
2023-10-22,EX001,Excavator,100,5.458854182477888,2.6471233351183443,0.4549045152064906,0
2023-10-23,EX001,Excavator,100,7.102421827437297,3.2941530638353678,0.5918684856197748,0
2023-10-24,EX001,Excavator,100,9.428168248232435,1.033980741485832,0.7856806873527029,0
2023-10-25,EX001,Excavator,100,8.237441798813803,1.1845615025198744,0.6864534832344836,0
2023-10-26,EX001,Excavator,100,5.99916909884863,0.0,0.4999307582373858,0
2023-10-27,EX001,Excavator,100,7.692984133826964,0.7759417832153023,0.6410820111522469,0
2023-10-28,EX001,Excavator,100,6.937048511577855,1.3605581340181425,0.5780873759648212,0
2023-10-29,EX001,Excavator,100,6.811165643067215,11.821153379040458,0.567597136922268,1
2023-10-30,EX001,Excavator,100,6.522010004458561,0.0,0.5435008337048801,0
2023-10-31,EX001,Excavator,100,10.565957455877363,0.0,0.880496454656447,0
2023-11-01,EX001,Excavator,100,8.66222813307259,2.076593212068844,0.7218523444227158,0
2023-11-02,EX001,Excavator,100,6.955019595313075,1.3818484698624147,0.5795849662760896,0
2023-11-03,EX001,Excavator,100,8.273451465178558,2.128406501914307,0.6894542887648799,0
2023-11-04,EX001,Excavator,100,6.848388202998568,2.250064010299326,0.5706990169165473,0
