date,planned_blasts,blasting_delay_hours,delay_reason
2023-04-04,0,0.21472861533799872,Equipment
2023-04-05,2,1.72368919309058,Equipment
2023-04-06,2,1.3763181617392386,Equipment
2023-04-07,3,1.1486117449399624,None
2023-04-08,1,0.8212205343419052,Weather
2023-04-09,0,0.7116148627919803,Weather
2023-04-10,0,0.8322309719873755,None
2023-04-11,0,1.499749156832893,Equipment
2023-04-12,1,0.2997258275798438,Equipment
2023-04-13,2,0.0459922523307361,None
2023-04-14,3,0.6965253790656419,Safety_Clearance
2023-04-15,4,0.232284133567142,None
2023-04-16,0,1.5288171859229003,None
2023-04-17,0,1.2779096463417314,None
2023-04-18,1,8.51026601476368,Safety_Clearance
2023-04-19,1,0.00998040951622007,None
2023-04-20,1,1.524730198853419,Material_Availability
2023-04-21,2,0.8163037986268482,Safety_Clearance
2023-04-22,0,7.10369533986944,None
2023-04-23,2,1.6062229072506007,None
2023-04-24,0,2.0754075977571356,None
2023-04-25,1,5.0904820454622834,None
2023-04-26,0,0.17884799834048018,Safety_Clearance
2023-04-27,0,3.187296111054014,Weather
2023-04-28,2,0.5356438027617485,None
2023-04-29,1,0.7207248070375536,None
2023-04-30,2,3.0631547616500616,None
2023-05-01,4,1.3032754868072318,None
2023-05-02,0,1.2995570366592482,None
2023-05-03,2,0.7939069279171915,None
2023-05-04,1,0.08316398097345908,None
2023-05-05,3,1.7977710327949699,Weather
2023-05-06,2,2.390280912537785,None
2023-05-07,0,2.073410585357471,None
2023-05-08,0,2.4761053900494043,None
2023-05-09,0,0.6751054818270315,Weather
2023-05-10,1,3.8836526302888177,None
2023-05-11,2,5.293995353831773,None
2023-05-12,2,2.5427939916297566,Equipment
2023-05-13,2,2.3739172574826677,None
2023-05-14,4,2.351708859112943,None
2023-05-15,1,0.37202886125108714,Weather
2023-05-16,2,0.8749802200877284,Equipment
2023-05-17,1,0.19022929833496408,None
2023-05-18,2,0.9528686989964601,Weather
2023-05-19,1,0.9100743674377226,Equipment
2023-05-20,2,0.07278012315624474,None
2023-05-21,3,1.6430337532361832,None
2023-05-22,1,0.1504139421294472,Weather
2023-05-23,2,1.3938586325858326,Material_Availability
2023-05-24,2,0.7644188826817969,None
2023-05-25,0,2.2888159100254937,None
2023-05-26,2,4.910661944010956,None
2023-05-27,3,0.9314842750669687,None
2023-05-28,0,0.8543064654231032,None
2023-05-29,0,0.30400791031036933,Weather
2023-05-30,1,0.09774374787959678,Weather
2023-05-31,3,0.5834890693974589,Material_Availability
2023-06-01,2,0.9465502782117003,None
2023-06-02,0,2.2448992556548792,None
2023-06-03,0,0.02063050015508988,None
2023-06-04,1,1.419064990226539,Weather
2023-06-05,0,0.7943318906174696,Safety_Clearance
2023-06-06,1,0.28107062518339343,Material_Availability
2023-06-07,0,1.1111185284156155,Weather
2023-06-08,1,3.2570878967533727,Weather
2023-06-09,1,0.26122994933425236,Safety_Clearance
2023-06-10,0,3.0170948279657175,Safety_Clearance
2023-06-11,2,0.1915955060813118,None
2023-06-12,1,3.809199759657086,Weather
2023-06-13,3,4.824070856603118,Material_Availability
2023-06-14,1,1.7101962427566293,Material_Availability
2023-06-15,1,0.11776895516791117,None
2023-06-16,1,0.9247054277254747,Material_Availability
2023-06-17,1,0.9451170789202649,Material_Availability
2023-06-18,0,0.40539266677101715,Weather
2023-06-19,0,2.9485350503754773,None
2023-06-20,0,0.10259884227613429,None
2023-06-21,2,0.4638423866397152,None
2023-06-22,2,0.09326241669207354,None
2023-06-23,1,0.29031265013239477,None
2023-06-24,1,0.38641373399841344,Material_Availability
2023-06-25,1,3.257120445323789,None
2023-06-26,1,0.04032994156914517,None
2023-06-27,1,0.9973712158498038,None
2023-06-28,4,0.5204911822951162,None
2023-06-29,1,3.630409126765355,None
2023-06-30,3,0.010963351747441542,Weather
2023-07-01,2,0.3253026858339305,None
2023-07-02,3,2.413894617053108,None
2023-07-03,2,1.1343287174353403,None
2023-07-04,0,0.6455515843831392,None
2023-07-05,0,1.9051792259454867,None
2023-07-06,1,3.4094022280991227,None
2023-07-07,1,0.6242971744980038,Safety_Clearance
2023-07-08,0,0.6882489901664532,Material_Availability
2023-07-09,2,1.8009837211055135,Equipment
2023-07-10,2,1.421841840212959,None
2023-07-11,0,1.8048287013871627,None
2023-07-12,1,1.5183973008680127,Equipment
2023-07-13,2,0.20411230941288155,None
2023-07-14,2,0.17186761251411636,Equipment
2023-07-15,1,1.5838377685281246,Material_Availability
2023-07-16,0,0.1970144463553089,Safety_Clearance
2023-07-17,2,0.1336102682852498,Weather
2023-07-18,2,0.580047475462894,None
2023-07-19,0,3.5715170243176013,Material_Availability
2023-07-20,2,1.9380236356412173,None
2023-07-21,0,0.5910432815350872,Equipment
2023-07-22,2,0.6057231477239647,None
2023-07-23,0,0.3246451393253474,None
2023-07-24,3,0.8513069923126895,None
2023-07-25,1,1.7170441950898478,Weather
2023-07-26,0,4.08613680814627,Safety_Clearance
2023-07-27,0,0.20399161958772863,None
2023-07-28,1,0.16463510162881867,Equipment
2023-07-29,0,0.3052954741001347,None
2023-07-30,1,1.278236277066786,None
2023-07-31,0,1.5979857144684,Equipment
2023-08-01,3,0.04028551174545433,None
2023-08-02,2,6.010891824989715,Weather
2023-08-03,1,2.376613598609035,None
2023-08-04,0,0.39280158508251745,Weather
2023-08-05,1,1.4701006621802861,None
2023-08-06,0,1.3891343953439124,Material_Availability
2023-08-07,0,1.555987526220007,Safety_Clearance
2023-08-08,2,3.6879724574032022,Material_Availability
2023-08-09,1,0.09837381243721335,None
2023-08-10,2,2.0424559659842703,None
2023-08-11,3,6.930903234245349,Safety_Clearance
2023-08-12,2,3.3655812222396064,Equipment
2023-08-13,0,0.819938995871055,None
2023-08-14,3,1.5052291486435205,None
2023-08-15,0,0.5280949389339096,Safety_Clearance
2023-08-16,0,1.7714084990808936,Safety_Clearance
2023-08-17,1,1.0731364714764582,None
2023-08-18,3,2.8755272219140875,None
2023-08-19,2,2.067207885424851,Weather
2023-08-20,0,0.0300355858674126,None
2023-08-21,1,5.408734842039067,Material_Availability
2023-08-22,2,0.7460709944529195,Equipment
2023-08-23,2,0.2892987349346534,Weather
2023-08-24,1,3.3776825525955,Safety_Clearance
2023-08-25,2,1.5283041862123565,None
2023-08-26,1,1.7505247686775398,Weather
2023-08-27,2,0.2387634273364022,None
2023-08-28,1,2.2327865914936,None
2023-08-29,0,2.11932536250232,None
2023-08-30,0,5.8375289739793015,None
2023-08-31,0,1.6903217352668372,None
2023-09-01,1,0.15197287940652102,Weather
2023-09-02,1,0.7155440585317284,None
2023-09-03,1,0.14737406242125012,None
2023-09-04,2,1.1560996577061602,Equipment
2023-09-05,1,0.39161922747615857,Equipment
2023-09-06,1,0.08927661792937337,Safety_Clearance
2023-09-07,0,1.043846019589587,Weather
2023-09-08,2,0.7842397947837542,Safety_Clearance
2023-09-09,0,0.18409937445923255,Safety_Clearance
2023-09-10,1,3.4089014234416615,None
2023-09-11,2,0.761295215282056,Safety_Clearance
2023-09-12,0,1.6843944778739313,Equipment
2023-09-13,1,0.04113249390459481,None
2023-09-14,1,0.1737231417047854,Weather
2023-09-15,3,2.1520493261732243,None
2023-09-16,0,0.4420195470087269,None
2023-09-17,1,1.5774059615647031,Weather
2023-09-18,1,2.8912065854863545,None
2023-09-19,1,2.85316246557966,Material_Availability
2023-09-20,3,1.8193794236211966,Material_Availability
2023-09-21,1,1.9737467090001486,Weather
2023-09-22,1,0.11782302691787627,None
2023-09-23,0,2.1598389198358965,Weather
2023-09-24,0,0.21514095057595195,None
2023-09-25,0,1.8698441607964646,Equipment
2023-09-26,0,1.3376096338603678,Material_Availability
2023-09-27,1,0.15364965963239618,None
2023-09-28,0,0.9936126179341347,None
2023-09-29,1,2.0793725273113997,None
2023-09-30,2,0.7555246337438823,None
2023-10-01,2,3.876952168123076,Material_Availability
2023-10-02,0,1.596635611998566,Weather
2023-10-03,2,0.23197637266220433,Equipment
2023-10-04,0,0.3101275403725075,Material_Availability
2023-10-05,0,0.5004904139021947,None
2023-10-06,1,2.8686049147440777,None
2023-10-07,2,2.4428630131588864,Weather
2023-10-08,1,1.5775853029730007,Equipment
2023-10-09,1,1.977561949689163,None
2023-10-10,2,2.6093212089009334,None
2023-10-11,1,1.8942129518870108,None
2023-10-12,2,0.9445581594758189,Weather
2023-10-13,0,0.5693132725962041,None
2023-10-14,1,3.108580153984035,None
2023-10-15,1,1.3430163232079795,None
2023-10-16,0,0.7332464675617298,None
2023-10-17,1,0.75512580952042,None
2023-10-18,1,0.834473247078886,None
2023-10-19,1,0.4638176831352766,Material_Availability
2023-10-20,1,0.3872393383638204,None
2023-10-21,0,1.238721432579106,Material_Availability
2023-10-22,1,0.0456616398633062,Safety_Clearance
2023-10-23,2,0.07851566542300341,Equipment
2023-10-24,0,3.0193605177994467,Equipment
2023-10-25,1,0.37131315265728326,None
2023-10-26,1,0.05175099938971993,Equipment
2023-10-27,0,7.123504378932623,Safety_Clearance
2023-10-28,2,0.34560496830310344,None
2023-10-29,2,0.9759379418531386,Material_Availability
2023-10-30,1,2.8290912045801178,None
2023-10-31,0,1.900054571868947,Material_Availability
2023-11-01,2,0.6274774482957273,None
2023-11-02,0,0.24813141016004714,Material_Availability
2023-11-03,0,1.3994509238162594,Material_Availability
2023-11-04,2,0.8976779267530698,None
2023-11-05,2,0.07640896686646452,Weather
2023-11-06,3,0.90104975812623,Material_Availability
2023-11-07,2,0.24393114534306912,None
2023-11-08,3,1.2937120661674748,Safety_Clearance
2023-11-09,0,7.74733495093875,None
2023-11-10,4,0.11638901397568402,Equipment
2023-11-11,3,1.6535963360859796,None
2023-11-12,3,4.866331861898155,None
2023-11-13,0,0.5504141311097659,Weather
2023-11-14,1,1.4481056805948915,None
2023-11-15,1,5.909658626858162,None
2023-11-16,3,1.4164318210855653,Safety_Clearance
2023-11-17,4,2.8090120296624534,None
2023-11-18,1,6.434771646335241,Weather
2023-11-19,3,3.7032641935038577,Material_Availability
2023-11-20,1,3.414854227597117,Equipment
2023-11-21,1,2.0050392870743305,None
2023-11-22,3,0.8595799530974686,Material_Availability
2023-11-23,1,1.1059400370944314,Material_Availability
2023-11-24,3,0.18254924180224677,Safety_Clearance
2023-11-25,2,0.47032581556553366,Safety_Clearance
2023-11-26,1,0.4618257845087592,Safety_Clearance
2023-11-27,0,0.886324180240228,Weather
2023-11-28,3,1.875503158248865,None
2023-11-29,1,0.25926731067589004,Weather
2023-11-30,3,1.3629922867620827,Equipment
2023-12-01,3,3.740749373725294,Material_Availability
2023-12-02,0,0.622473380617289,Equipment
2023-12-03,0,0.7170307018012135,Safety_Clearance
2023-12-04,1,0.24745665362843772,Weather
2023-12-05,0,1.6153439809521717,None
2023-12-06,3,1.1732472851022853,Material_Availability
2023-12-07,1,2.087392098998917,Equipment
2023-12-08,0,5.074971592333473,None
2023-12-09,1,1.9693749125619089,None
2023-12-10,3,0.2946133307044252,None
2023-12-11,4,2.1696256485155265,None
2023-12-12,4,2.651778638698482,None
2023-12-13,1,2.1730949892578226,None
2023-12-14,0,4.757649912296259,Weather
2023-12-15,2,0.25489735605163155,Safety_Clearance
2023-12-16,1,0.5689071706608396,None
2023-12-17,1,0.6294783037654748,None
2023-12-18,3,1.552784386555135,None
2023-12-19,4,2.1951256174293814,Weather
2023-12-20,2,0.5977992795411698,None
2023-12-21,0,6.003540980018516,None
2023-12-22,0,2.72045324086079,None
2023-12-23,2,0.8303229833257404,None
2023-12-24,1,0.24386976454209192,None
2023-12-25,1,0.8267947903170958,Weather
2023-12-26,0,2.0476287037352234,Equipment
2023-12-27,1,0.4638056654753532,Weather
2023-12-28,2,0.7089392220010897,None
2023-12-29,1,0.22840314564617778,None
2023-12-30,2,2.875341250798425,Equipment
2023-12-31,0,2.859428260545138,None
2024-01-01,2,0.3992322277855821,None
2024-01-02,0,1.1110950387429663,None
2024-01-03,2,0.052547631988321485,None
2024-01-04,2,3.505831933141356,Safety_Clearance
2024-01-05,3,3.090318279629571,Safety_Clearance
2024-01-06,1,1.9542493394088845,Material_Availability
2024-01-07,1,6.519105200666042,Material_Availability
2024-01-08,0,2.6519231909805248,None
2024-01-09,0,0.546022342377063,Safety_Clearance
2024-01-10,2,0.8006375413834987,None
2024-01-11,0,3.1799099587744313,Equipment
2024-01-12,0,1.1332673005682494,Weather
2024-01-13,0,2.305601750356047,None
2024-01-14,1,0.43236968325881675,None
2024-01-15,4,1.1173438514983187,Equipment
2024-01-16,1,0.8880134549075009,Equipment
2024-01-17,3,0.017972899552842654,None
2024-01-18,2,0.16905226759674546,Weather
2024-01-19,0,1.729878127720096,Safety_Clearance
2024-01-20,2,1.884411283200759,None
2024-01-21,2,0.6857873831970127,Equipment
2024-01-22,1,0.17601984441252902,Weather
2024-01-23,0,0.024545879076513167,None
2024-01-24,2,1.833740822706714,None
2024-01-25,1,1.3487514584249338,None
2024-01-26,0,1.6362647004473927,None
2024-01-27,0,0.25538093294900177,Safety_Clearance
2024-01-28,1,0.18418595125811643,None
2024-01-29,0,0.9125203424926847,None
2024-01-30,2,0.32971542934033726,None
2024-01-31,1,0.8593657162660064,None
2024-02-01,1,2.3603896531162563,Equipment
2024-02-02,0,0.34350499248652655,Weather
2024-02-03,0,0.6435938500212017,None
2024-02-04,1,2.1832309356180555,None
2024-02-05,2,0.7793338144117204,None
2024-02-06,1,1.2719846405861088,None
2024-02-07,0,0.352900007225342,None
2024-02-08,0,3.0623425271150664,Weather
2024-02-09,1,0.5847147023690761,None
2024-02-10,1,0.9346664557175492,None
2024-02-11,2,0.32972261009807086,None
2024-02-12,3,0.34861131056749745,Safety_Clearance
2024-02-13,1,0.863787827019523,None
2024-02-14,2,0.32620990480139433,None
2024-02-15,0,7.498887269276776,Weather
2024-02-16,3,1.238823579142844,None
2024-02-17,2,0.09698684685046698,Material_Availability
2024-02-18,1,0.14328951105223275,Safety_Clearance
2024-02-19,1,0.9294463810381866,Equipment
2024-02-20,2,0.07811697943917346,Weather
2024-02-21,0,2.0591911084337142,None
2024-02-22,0,1.8433747568738468,Weather
2024-02-23,2,2.118045647925367,Weather
2024-02-24,0,2.097825161218134,Material_Availability
2024-02-25,1,0.30421902769869635,None
2024-02-26,1,3.3634826996632476,None
2024-02-27,0,2.718938612397661,Safety_Clearance
2024-02-28,1,1.1582798336233473,None
2024-02-29,2,0.42852447876789496,Equipment
2024-03-01,1,3.508676581562834,None
2024-03-02,1,2.189198839506866,None
2024-03-03,2,0.0072924132228585035,None
2024-03-04,0,0.7557341055125365,Weather
2024-03-05,3,0.7066047792960942,None
2024-03-06,0,1.35011869833662,None
2024-03-07,2,0.4363287434471226,None
2024-03-08,0,3.4103566918590387,Weather
2024-03-09,0,0.245149032727432,Material_Availability
2024-03-10,2,0.4591266400211662,Safety_Clearance
2024-03-11,1,0.4064201580782726,Weather
2024-03-12,2,0.23849690985428582,None
2024-03-13,1,0.662715331541675,None
2024-03-14,2,0.4035492056530152,Weather
2024-03-15,3,1.0666831887799537,None
2024-03-16,0,4.176857142990556,None
2024-03-17,3,0.07249728928264067,Equipment
2024-03-18,0,2.2710767290643004,None
2024-03-19,0,2.6734889488072695,Material_Availability
2024-03-20,0,0.11413434803436281,Equipment
2024-03-21,3,0.6646524434597036,None
2024-03-22,2,2.925438877765537,None
2024-03-23,2,1.3199229453109593,None
2024-03-24,0,1.1952469719847436,None
2024-03-25,2,0.607571735975827,None
2024-03-26,4,0.1171229115464322,Safety_Clearance
2024-03-27,0,0.5806731549127544,None
2024-03-28,2,0.04947771603463193,None
2024-03-29,1,0.5712046903817593,None
2024-03-30,0,3.8926998331431406,None
2024-03-31,1,2.549124574764908,None
2024-04-01,1,0.30151266939243837,None
2024-04-02,0,0.795611940466981,None
2024-04-03,1,2.2436849255954545,Safety_Clearance
2024-04-04,0,4.977248289308303,Weather
2024-04-05,1,1.2546546999023154,None
2024-04-06,1,0.5421306137152965,None
2024-04-07,1,1.154108893764763,None
2024-04-08,2,4.686724195550148,Safety_Clearance
2024-04-09,0,1.9312054323891208,None
2024-04-10,1,0.006730072206277535,Safety_Clearance
2024-04-11,0,1.9571953316630626,None
2024-04-12,4,1.837022967787606,None
2024-04-13,0,2.3853925639462057,Safety_Clearance
2024-04-14,1,1.978191052497011,Equipment
2024-04-15,1,0.47157954889162673,None
2024-04-16,3,6.116469941969009,Weather
2024-04-17,0,1.4988621307841121,None
2024-04-18,1,2.771789066391519,None
2024-04-19,1,0.012686813900615806,Equipment
2024-04-20,0,0.48971811188336467,Safety_Clearance
2024-04-21,2,3.3089881423372933,None
2024-04-22,2,0.08550537219596469,None
2024-04-23,0,0.5354973353556707,Weather
2024-04-24,3,0.07874293054547497,None
2024-04-25,3,0.20090825904980303,None
2024-04-26,2,0.9036557869948507,None
2024-04-27,1,0.6394288136187344,Material_Availability
2024-04-28,1,4.031190374701714,Weather
2024-04-29,3,0.5167839579448888,None
2024-04-30,3,2.077272244071051,Weather
2024-05-01,0,0.2528068377673861,None
2024-05-02,2,0.0063527887927070205,Weather
2024-05-03,3,0.8260012232244889,None
2024-05-04,1,1.6935171305078738,None
2024-05-05,1,2.1416987805536634,Equipment
2024-05-06,0,0.09762963402760727,Equipment
2024-05-07,1,1.3512730453446593,Material_Availability
2024-05-08,1,0.2931411741517477,None
2024-05-09,1,1.0784816875749001,Material_Availability
2024-05-10,1,3.325887108365114,Equipment
2024-05-11,2,0.06070442716702602,None
2024-05-12,0,1.4007339854917749,Weather
2024-05-13,1,0.8820534285996083,Material_Availability
2024-05-14,0,0.13265495101252384,None
2024-05-15,1,2.5514081361903442,Material_Availability
2024-05-16,0,5.676646682648135,Equipment
2024-05-17,0,2.477555325939852,None
2024-05-18,2,0.44793085625613316,Equipment
2024-05-19,0,0.5467271228649984,None
2024-05-20,4,1.9149844330482542,None
2024-05-21,2,1.4387259747191108,None
2024-05-22,2,0.6319618542956764,Material_Availability
2024-05-23,1,0.41326962201062056,Safety_Clearance
2024-05-24,1,0.6179867075680612,Weather
2024-05-25,1,2.102480246921508,Material_Availability
2024-05-26,0,2.449053756035246,None
2024-05-27,2,0.6270638993890565,None
2024-05-28,2,1.305740586699001,Safety_Clearance
2024-05-29,1,0.07698158359011394,None
2024-05-30,2,0.6569709839678914,None
2024-05-31,1,1.1422273590609242,Weather
2024-06-01,0,3.827016447379896,None
2024-06-02,2,0.08336272396138175,None
2024-06-03,0,2.222420513965311,Weather
2024-06-04,1,1.3682950127256284,None
2024-06-05,1,0.5461078112952653,Equipment
2024-06-06,2,2.0160459528274974,Material_Availability
2024-06-07,0,0.21948681428195893,Weather
2024-06-08,0,1.715359424825798,None
2024-06-09,2,0.024067452352045555,Safety_Clearance
2024-06-10,0,0.3971053809762921,Equipment
2024-06-11,3,0.4684078871084299,None
2024-06-12,0,0.12959097705811234,None
2024-06-13,2,0.46856193553017067,Safety_Clearance
2024-06-14,1,2.1968580504575126,Material_Availability
2024-06-15,2,0.02092534055173823,None
2024-06-16,0,0.946134184397553,Weather
2024-06-17,2,1.0723102132471127,None
2024-06-18,3,2.1360932190353132,Equipment
2024-06-19,0,3.7570562259900524,Material_Availability
2024-06-20,0,2.013614673451036,None
2024-06-21,1,1.7690486214349677,None
2024-06-22,1,1.7947328805959564,Equipment
2024-06-23,1,0.18235501870793802,None
2024-06-24,0,2.5304221150971857,None
2024-06-25,2,0.12042240613935166,None
2024-06-26,2,0.2255394332847123,Weather
2024-06-27,1,0.97045667820132,Weather
2024-06-28,1,5.281216694296321,None
2024-06-29,2,2.077838240828364,None
2024-06-30,1,0.15409308414411632,None
2024-07-01,0,0.09628590576440672,None
2024-07-02,2,1.4167631843728916,None
2024-07-03,0,0.13937888646962088,None
2024-07-04,0,0.3298944918669471,None
2024-07-05,0,1.990405445452354,Equipment
2024-07-06,1,1.3938544570403255,None
2024-07-07,2,0.2781945742363665,None
2024-07-08,3,0.3831434512624737,Weather
2024-07-09,1,0.5646319411611711,Weather
2024-07-10,0,2.106685593563626,Safety_Clearance
2024-07-11,1,0.6805589370958605,Weather
2024-07-12,2,1.7096474736798948,Equipment
2024-07-13,0,1.8895947540369482,None
2024-07-14,1,1.1940288936678312,Weather
2024-07-15,1,2.1293846966429295,None
2024-07-16,1,0.22277057596141625,Equipment
2024-07-17,2,1.2152419789720794,None
2024-07-18,0,3.846656509400423,Weather
2024-07-19,1,0.5928740366703708,None
2024-07-20,0,0.18108179354001203,None
2024-07-21,1,0.5709018337630889,Material_Availability
2024-07-22,1,0.5921201575122379,Equipment
2024-07-23,0,3.557092964062046,Safety_Clearance
2024-07-24,0,4.443330925917435,Weather
2024-07-25,0,1.5340083320223883,None
2024-07-26,2,1.1892478591164861,None
2024-07-27,1,0.6579579778414171,Material_Availability
2024-07-28,1,1.3254114164494457,None
2024-07-29,2,0.17905298048529233,None
2024-07-30,1,2.7042172711191834,None
2024-07-31,2,0.013057412314323433,Material_Availability
2024-08-01,0,0.2494832759920838,Material_Availability
2024-08-02,0,0.7523545371660567,None
2024-08-03,2,0.332660168687014,None
2024-08-04,0,1.3912141021578273,None
2024-08-05,0,5.138136317334073,Safety_Clearance
2024-08-06,0,3.3782277423608846,Material_Availability
2024-08-07,0,3.224262384287316,None
2024-08-08,1,0.1839893374205845,None
2024-08-09,0,1.1833728567238524,Equipment
2024-08-10,0,5.684730634464407,None
2024-08-11,1,1.077429980887103,Material_Availability
2024-08-12,2,0.5798288790542966,Safety_Clearance
2024-08-13,1,0.25976939609297617,None
2024-08-14,1,1.5109673579658267,None
2024-08-15,1,1.0352014669481309,None
2024-08-16,0,0.1685762902961683,None
2024-08-17,0,0.7428690318944406,None
2024-08-18,1,1.499797573785131,Equipment
2024-08-19,1,0.8890944289545668,None
2024-08-20,3,2.023461885578875,None
2024-08-21,1,1.1356659110285054,None
2024-08-22,1,3.705904528764698,None
2024-08-23,4,0.15680597446756545,Equipment
2024-08-24,0,0.2540579274826249,None
2024-08-25,0,0.21671602033580878,Weather
2024-08-26,1,1.0256231790057617,None
2024-08-27,1,0.7304869669895885,Equipment
2024-08-28,2,1.3577829793024923,None
2024-08-29,1,1.610638954774911,Safety_Clearance
2024-08-30,2,0.2145438377105236,Weather
2024-08-31,1,1.0899528796692368,Weather
2024-09-01,1,1.735588639748081,None
2024-09-02,1,1.2353142946181914,Weather
2024-09-03,2,2.750111898456712,None
2024-09-04,1,2.4996590303098203,None
2024-09-05,1,0.9685120791783848,None
2024-09-06,2,0.6265645325302122,Weather
2024-09-07,2,0.8301911734228596,Equipment
2024-09-08,0,4.8009802953388085,Material_Availability
2024-09-09,1,2.559526664991976,Equipment
2024-09-10,0,2.421502156920928,Material_Availability
2024-09-11,1,1.3477757629202223,Safety_Clearance
2024-09-12,1,0.889685338298992,None
2024-09-13,1,4.852637057474062,Weather
2024-09-14,0,0.02414341811086332,None
2024-09-15,1,0.2824088575756159,Weather
2024-09-16,2,1.4789493571522687,Equipment
2024-09-17,0,0.2808486298309717,None
2024-09-18,2,0.0038722106123842614,Safety_Clearance
2024-09-19,2,0.43017327666669514,Equipment
2024-09-20,3,0.2733032749445713,Material_Availability
2024-09-21,1,4.0277603467925385,Weather
2024-09-22,3,2.0707124066640565,Equipment
2024-09-23,1,1.171210898273606,Equipment
2024-09-24,2,0.7998656689890786,None
2024-09-25,3,1.0483454548210118,None
2024-09-26,1,1.3331006000560008,Weather
2024-09-27,1,0.94884316132795,None
2024-09-28,0,0.3576978709920998,None
2024-09-29,2,0.35717525673429773,Weather
2024-09-30,1,1.0470151709122542,None
2024-10-01,0,0.4748085658220225,None
2024-10-02,1,0.1867575152724743,Safety_Clearance
2024-10-03,1,0.07768608301426286,None
2024-10-04,0,0.049057153168856366,Material_Availability
2024-10-05,0,1.0614607435379368,Weather
2024-10-06,2,3.122997862490635,Safety_Clearance
